ID,Año,Versión,Área,Promesa,Cumplimiento Total,Coherencia Total,,Boletín,Título del proyecto,Link,1° trámite,Veto,Insistencia,2°-3° trámite,Comisión Mixta,Tribunal Constitucional,Aprobación Presidencial,Promulgado,"Rechazado
/Retirado",Avance,Simple,Suma,Inmediata,Total,Marginal,Parcial Minima,Parcial alto,Total,"Escala de Coherencia
",Justificación,
125,2016,febrero,Estado,"Perfeccionamiento del Sistema de Alta Dirección Pública. A 10 años de su creación, el Sistema de Alta Dirección Pública ha confirmado su relevancia entre las reformas del Estado que se han implementado en nuestro país. Ha sido exitoso al implantar un exigente sistema de selección de altos directivos. Sin embargo, al producirse el cambio de gobierno en 2010 mostró debilidad, convirtiendo la facultad para despedir a los altos directivos en un mecanismo de remoción política. Por lo tanto, es indispensable incorporar mejoras al sistema;",40%,4,,10164-05,Perfecciona al Sistema de Alta Dirección Pública y Fortalece la Dirección Nacional del Servicio Civil.,,1,,,,,,,,,"0,4",3,1,,4,,,,1,4,"fortalecimiento de la dirección nacional del servicio civil, además de la inclusión de nuevos servicios y la regulación de los altos cargos y del resto de los funcionarios entre otras modificiaciones.",
126,2016,marzo,Estado,"Implementaremos un sistema de fideicomiso ciego para las nuevas autoridades, sin esperar la aprobación del proyecto de ley que se discute actualmente en el Congreso, y el cual fortaleceremos y aceleraremos.",100%,4,,7616-06,Probidad en la Función Pública,http://congresoabierto.cl/proyectos/7616-06,,,,,,,,1,,1,3,,,3,,,,1,4,Ley de Probidad en la Función Pública 20.880: http://www.leychile.cl/Navegar?idNorma=1086062&idVersion=Diferido,
127,2016,abril,Estado,Además profundizaremos la normativa que regula el conflicto de interés en las funciones posteriores al ejercicio de cargos públicos.,40%,4,,10140-07,"Previene y sanciona los conflictos de intereses, y modifica normas sobre inhabilidades e incompatibilidades en el ejercicio de la función pública.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10563&prmBoletin=10140-07,1,,,,,,,,,"0,4",2,1,,3,,,,1,4,"Proyecto de ley establece que ex autoridades y funcionarios de las entidades fiscalizadoras quedarán inhabilitados, por un plazo de seis meses, de prestar servicios o participar en la propiedad de las entidades fiscalizadas, sólo si intervinieron directa y personalmente en decisiones que las afectaron, dentro de los doce meses anteriores al cese de funciones. También estarán inhabilitados a prestar servicios de cualquier tipo o participar en la propiedad de las entidades fiscalizadas durante un plazo de tres meses. Tendrán prohibido desarrollar actividades de lobby a favor de las entidades sujetas a fiscalización del órgano en que se desempeñaban, por el plazo de dos años. La infracción a dichas normas se sancionan con multas.",
128,2016,mayo,Estado,Perfeccionaremos las declaraciones de patrimonio e intereses de las autoridades públicas a fin de que constituyan efectivamente un mecanismo de transparencia y fiscalización ciudadana.,100%,4,,7616-06,Probidad en la Función Pública,http://congresoabierto.cl/proyectos/7616-06,,,,,,,,1,,1,3,,,3,,,,1,4,Ley de Probidad en la Función Pública 20.880: http://www.leychile.cl/Navegar?idNorma=1086062&idVersion=Diferido,
129,2016,junio,Estado,Fortaleceremos los mecanismos de ahorro previsional voluntario para generar una cobertura más amplia de la clase media y de menores ingresos.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
130,2016,julio,Estado,"Para lograr lo anterior perfeccionaremos el proyecto de ley que moderniza el INE, haciendo un verdadero esfuerzo en términos de su fortalecimiento institucional.",40%,4,,10372-03,Crea una nueva institucionalidad del sistema estadístico nacional.                                       x,http://congresoabierto.cl/proyectos/10372-03,1,,,,,,,,,"0,4",,,,0,,,,1,4,"Se propone en el proyecto de ley la modernización del INE a través del de la creación de una nueva institucionalidad orgánica del Instituto Nacional de Estadistica, destacando las siguientes caracteristicas: sea un Organismo técnico, independiente y descentralizado, con personalidad jurídica y patrimonio propio. Adémas de agregar nuevas funciones al instituto y la creación de un Consejo Estadístico Nacional.
",
131,2016,agosto,Estado,"Para el cumplimiento de los objetivos señalados, se debe instaurar una nueva diplomacia que exige una Cancillería moderna, con flexibilidad y capacidad de respuesta a los desafíos del siglo XXI, contando con un personal especializado y una carrera funcionaria basada en capacidades y mérito, acompañada de un diseño y visión estratégica que genere el ya mencionado Sistema Nacional de Política Exterior.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
132,2016,septiembre,Estado,"En materia Institucional, el objetivo estratégico es que los municipios pasen de cumplir una función exclusivamente de administración, a la constitución de verdaderos Gobiernos Locales, ampliando las actuales funciones que desarrollan y entregándoles un mayor grado de autonomía en la gestión. Esto es posible, mediante el traspaso de competencias, recursos propios, autonomía administrativa y facultades.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
133,2016,octubre,Estado,"Debemos perfeccionar y ampliar los mecanismos de participación comunal, mejorando la legislación que establece los Consejos Comunales de Organizaciones de la Sociedad Civil, ",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
134,2016,noviembre,Estado,"Debemos perfeccionar y ampliar los mecanismos de participación comunal, (...) estableciendo como política pública los Fondos Concursables y presupuestos participativos.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
135,2016,diciembre,Estado,"Debemos perfeccionar y ampliar los mecanismos de participación comunal, (...) ampliando el ámbito de acción de las Oficinas de Información y Reclamos",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
136,2016,enero,Estado,"Debemos perfeccionar y ampliar los mecanismos de participación comunal, (...) mejorando la regulación sobre consultas ciudadanas y plebiscitos.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
137,2016,febrero,Estado,"Debemos fortalecer el Concejo Municipal, entregándole mayores facultades, atribuciones y también responsabilidades y otorgarles a los concejales la responsabilidad de acompañar y monitorear una o más áreas del quehacer municipal con la obligación de rendir cuentas.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
138,2016,marzo,Estado,"Sobre la dotación y el estatuto jurídico de los funcionarios municipales se propone retomar el debate sobre el Art. 121 de la constitución que permite a los alcaldes descentralizar la gestión de personal de acuerdo a las particularidades de cada municipio, impulsando la norma legal que otorgue la facultad de revisar la estructura de plantas. La discusión sobre el Art. 121, debe incorporar la revisión de las normas laborales de los funcionarios municipales, con el debido resguardo de la carrera funcionaria y participación de todos los estamentos, permitiendo que éstos trabajen en condiciones de dignidad y de resguardo de sus derechos como trabajadores.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
139,2016,abril,Estado,"Estudiar compensaciones, con cargo al presupuesto nacional, por las exenciones de diversos tributos de beneficio municipal, por ejemplo, por exención del pago de los derechos de aseo, del pago de contribuciones, o por la construcción de viviendas sociales, materias que gravan en mayor medida a los municipios más pobres del país",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
140,2016,mayo,Estado,"Corregir, mediante una modificación a la Ley de Rentas Municipales, las discriminaciones e injusticias que existen, en particular para que los grandes contribuyentes financien adecuadamente las prestaciones y servicios que reciben de los municipios",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
141,2016,junio,Estado,Asegurar normativamente que cualquier nueva función o tarea que se le asigne a los municipios deberá contemplar el financiamiento respectivo.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
142,2016,julio,Economía y Comercio,"Complementariamente, es esencial modernizar el Servicio Nacional de Pesca (Sernapesca). El sub-reporte, la pesca ilegal, o simplemente la no fiscalización de los desembarques, contribuyen a la sobreexplotación. Contar con una institucionalidad fiscalizadora a la altura de los desafíos es también fundamental.",40%,4,,10482-21,Moderniza y fortalece el ejercicio de la función pública del Servicio Nacional de Pesca,http://congresoabierto.cl/proyectos/10482-21,1,,,,,,,,,"0,4",,,,0,,,,1,4,"Modificaciones en materia de funciones  del Sernapesca. Aumento de dotacion en 20 cupos para el efectivo cumplimiento de las funciones de Sernapesca, nuevas facultades para el monitoreo, control y vigilancia además de la creación de de nuevas obligaciones para los agentes de actividades pesqueras, nuevas infracciones y delitos.",
143,2016,agosto,Economía y Comercio,"Asimismo, consideraremos la veda biológica legal de pesquerías declaradas colapsadas, junto con la eliminación progresiva de la pesca de arrastre, mediante una transición que genere los mínimos impactos en la industria nacional.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
144,2016,septiembre,Economía y Comercio,"Por ello, impulsaremos el Instituto de Desarrollo de la Pesca Artesanal, con recursos y presencia regional, para que sea un motor de desarrollo social y económico de este sector.",40%,4,,9689-21,"Crea el Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala, INDESPA.",http://congresoabierto.cl/proyectos/9689-21,1,,,,,,,,,"0,4",,,,0,,,,1,4,"El proyecto crea el INDESPA con presencia en cada región y cuyo objeto será la facilitación del acceso al crédito, la asistencia técnica y capacitación a los beneficiarios en todo el país, el financiamiento de aportes no reembolsables, así como también aquellos destinados a atender situaciones de catástrofe.",
145,2016,octubre,Economía y Comercio,"Adicionalmente, asumimos el compromiso de concretar durante el próximo período presidencial la extensión de las 5 millas de protección artesanal desde Chiloé hasta el extremo sur, para que en todo el país exista una zona exclusiva para pescadores artesanales, y no se discrimine a los pescadores australes.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
146,2016,noviembre,Economía y Comercio,"En materia de seguridad social, realizaremos los esfuerzos necesarios para incorporar a los pescadores artesanales, tanto al sistema de pensiones, como a la salud laboral, participando de la ley de Accidentes del Trabajo y Enfermedades Profesionales.",0%,1,,,,,,,,,,,,,,0,2,5,1,8,,,,,1,,
147,2016,diciembre,Economía y Comercio,"En el ámbito de la pesca debemos velar por que los instrumentos legales cautelen los intereses y demandas de todos los sectores involucrados, con una preocupación especial por aquellos más vulnerables. Por esto, realizaremos una evaluación de la Ley de Pesca aprobada durante la actual administración.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
148,2016,enero,Trabajo y Prevision social,"En los primeros 100 días de Gobierno se enviará al Congreso un proyecto de ley que crea una AFP estatal, que permita mayor competencia de precios, la atención preferente de grupos de la población de menor interés para las AFP existentes, como los trabajadores independientes, de menores rentas y quienes laboran en zonas apartadas de los grandes centros urbanos;",40%,4,,9399-13,Crea una Administradora de Fondos de Pensiones del Estado.,http://congresoabierto.cl/proyectos/9399-13,1,,,,,,,,,"0,4",2,,,2,,,,1,4,"El proyecto crea una AFP estatal con el objeto de aumentar la cobertura en materia de pensiones de los trabajadores de menores rentas, trabajadores independientes y trabajadores de zonas geográficas alejadas de centros urbanos, así como introducir mayor competencia en el Sistema de las AFP.",
149,2016,febrero,Trabajo y Prevision social,Fortaleceremos los mecanismos de ahorro previsional voluntario para generar una cobertura más amplia de la clase media y de menores ingresos.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
150,2016,marzo,Desarrollo Social,"En los primeros 100 días de Gobierno, enviaremos al Congreso, con discusión inmediata, el proyecto de ley del Aporte Familiar Permanente Marzo.",100%,4,,9273-05,Concede aporte familiar permanente de marzo y ajusta norma que indica.,http://congresoabierto.cl/proyectos/9273-05,,,,,,,,1,,1,,,2,2,,,,1,4,Se crea un aporte monetario familiar de carácter permanente para las familias de menores ingresos durante el mes de marzo.,
151,2016,abril,Desarrollo Social,Crearemos una nueva institucionalidad para la medición de la pobreza.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
152,2016,mayo,Desarrollo Social,"Adicionalmente, evaluaremos e implementaremos una normativa que permita hacer extensiva la asignación por muerte a la totalidad de los adultos mayores que tienen PBS y a los beneficiarios de APS con saldo cero en su cuenta individual.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
153,2016,junio,Desarrollo Social,"Necesitamos agregar un nuevo componente al sistema de protección social, el Sistema Nacional de Cuidado, enfocado en servicios sociales en materia de cuidados. Ello incluye tanto la promoción de la autonomía de las personas mayores, así como el apoyo sistemático y continuo a quienes están en situación de dependencia.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
154,2016,julio,Pueblos Indígenas,"Tenemos por delante el desafío impostergable de reconocer constitucionalmente a los Pueblos Indígenas en el marco de la discusión de una Nueva Constitución para Chile, y debatir ahí un nuevo modo de convivencia como sociedad pluricultural.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
155,2016,agosto,Pueblos Indígenas,éstos en los distintos niveles de toma de decisiones. Desarrollaremos un proceso de consulta con los Pueblos Indígenas para establecer reformas que generen espacios de autonomía y autodeterminación a nivel territorial mediante la generación de Estatutos Especiales de Autonomía.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
156,2016,septiembre,Pueblos Indígenas,"Por esto, en los primeros 100 días de Gobierno enviaremos un proyecto de ley con discusión inmediata, que confiere rango de Ministro de Asuntos Indígenas al Director de la Conadi.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
157,2016,octubre,Pueblos Indígenas,"Para que tenga más fuerza esta institución se enviará al Congreso el proyecto de ley que crea el Ministerio de Asuntos Indígenas, que será además el encargado de colaborar con el Presidente de la República en la definición de una política indígena para Chile.",40%,4,,10525-06,Crea el Ministerio de Pueblos Indígenas.,,1,,,,,,,,,"0,4",,,,0,,,,1,4,"creación del ministerio de asuntos indigenas para que colaboren con el Presidente de la República en la creación, coordinación y evaluación de políticas, planes y programas destinados a fortalecer el respeto de los derechos de los pueblos indígenas",
158,2016,noviembre,Pueblos Indígenas,"Enviaremos el proyecto de ley que crea el Consejo de Pueblos Indígenas, autónomo y representativo de los diversos pueblos que existen en Chile.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
159,2016,diciembre,Pueblos Indígenas,"La Ley Antiterrorista será modificada para adecuarla a los estándares internacionales, tal como le han recomendado al Estado de Chile los órganos internacionales de protección de derechos humanos.",40%,4,,9692-07,Determina conductas terroristas y su penalidad y modifica los Códigos Penal y Procesal Penal.,http://congresoabierto.cl/proyectos/9692-07,1,,,,,,,,,"0,4",,,,0,,,,1,4,El proyecto modifica nuestra legislación antiterrorista tomando en cuenta las recomendaciones realizadas por los informes de las organizaciones internacionales sobre el tema.,
160,2016,enero,Salud,"Vamos a desarrollar un Plan Nacional para la formación y retención de especialidades médicas para apoyar la formación de 4.000 nuevos especialistas y que incentive el ingreso de más de 5.000 médicos a los programas de formación, junto con articular una política moderna para el desarrollo del recurso humano médico especializado.",100%,4,#REF!,9865-11,Perfecciona normativa sobre profesionales y trabajadores del sector público de salud,http://congresoabierto.cl/proyectos/9865-11,,,,,,,,1,,1,,,2,2,,,,1,4,"El proyecto contempla medidas que constituyen incentivos que permitan atraer y retener a profesionales de la salud, especialmente médicos.",
,2016,febrero,Salud,,40%,4,#REF!,10490-11,"Modifica la ley N° 15.076, para fortalecer el proceso de ingreso y formación en especialidades médicas y odontológicas, y la ley N° 19.664, con el objeto de otorgar beneficios al personal afecto a dicho texto legal",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10914&prmBoletin=10490-11,1,,,,,,,,,"0,4",,,,,,,,1,4,"Proyecto de ley tiene por objeto mejorar los estímulos que fortalezcan el proceso de ingreso y de formación en especialidades médicas y odontológicas, previo a su ingreso a la especialidad, para hacer más atractiva esta etapa de la vida profesional. Para lo anterior, se establecen  nuevos beneficios durante el desempeño de las becas de formación otorgadas tanto por el Ministerio de Salud, como por los Servicios de Salud",
161,2016,marzo,Salud,"Convocaremos a un equipo de expertos con el mandato de redactar una propuesta de Proyecto de Ley de Isapres, que esté en el contexto del funcionamiento global del sistema de seguridad social en el ámbito de la salud.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
162,2016,abril,Salud,"Generaremos un Fondo Especial de Medicamentos de Alto Costo, que pueda responder a la demanda de nuestros beneficiarios, bajo protocolos y guías clínicas elaboradas por grupos de expertos.",100%,4,,9851-11,Crea un Sistema de Protección Financiera para Tratamientos de Alto costo y rinde homenaje póstumo a don Luis Ricarte Soto Gallegos,http://congresoabierto.cl/proyectos/9851-11,,,,,,,,1,,1,,,,0,,,,1,4,El proyecto incorpora al Régimen General de Garantías en Salud el Sistema de Protección Financiera para Tratamientos de Alto Costo. Ver Ley: http://www.leychile.cl/Navegar?idLey=20850&tipoVersion=0,
163,2016,mayo,Seguridad Ciudadana,"Promoveremos el derecho de los ciudadanos a vivir en ciudades o localidades más seguras. Esto implica fortalecer el rol de prevención social y situacional que los municipios ejercen, para lo que incorporaremos la seguridad ciudadana como un eje transversal y con preponderancia en el organigrama municipal.",70%,4,,9601-25,"Modifica la ley N° 18.695, orgánica constitucional de Municipalidades, y la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, permitiendo la creación de los consejos comunales y los planes comunales de seguridad pública",http://congresoabierto.cl/proyectos/9601-25,,,,1,,,,,,"0,7",3,19,1,23,,,,1,4,"El proyecto busca fortalecer el rol Municipal en la seguridad pública, establecer un plan comunal de seguridad pública como instrumento de gestión comunal y la creación de los consejos comunales de seguridad pública.",
164,2016,junio,Seguridad Ciudadana,Crearemos en la Subsecretaría de Prevención del Delito una Unidad Técnica de apoyo a los municipios.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
165,2016,julio,Seguridad Ciudadana,"Crearemos al interior de 150 comisarías del país las denominadas salas de familia, que serán atendidas por funcionarios llamados al servicio, de modo de no afectar el desvío de personal activo policial destinadas a la atención de casos de violencia intrafamiliar y temas de niños niñas y adolescentes como programa 24 horas.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
166,2016,agosto,Seguridad Ciudadana,"Revisaremos la ley 20.000, entregando el conocimiento de las faltas consideradas en esta norma, ya no a la justicia penal, sino a los Juzgados de Policía Local.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
167,2016,septiembre,Seguridad Ciudadana,"Entregaremos a la potestad reglamentaria de ejecución, la determinación de los niveles o cuantía de droga que debe considerarse constitutiva de micro tráfico y, consecuentemente, aquella que le está permitido portar a una persona para su consumo personal inmediato en el tiempo.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
168,2016,octubre,Seguridad Ciudadana,"Dotaremos de adecuado sustento institucional a los Tribunales de Tratamiento de Drogas, y extenderemos su competencia a diversos casos.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
169,2016,noviembre,Seguridad Ciudadana,"Revisaremos y mejoraremos los mecanismos legales de rendición de cuentas públicas previstos en las leyes orgánicas respectivas tanto de la gestión administrativa, presupuestaria y sustantiva del Ministerio Público y las policías.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
170,2016,diciembre,Seguridad Ciudadana,"Adicionalmente, revisaremos la Ley Orgánica del Ministerio Público y enviaremos un proyecto de ley al Congreso con el objetivo de flexibilizar su diseño, de manera de permitir un funcionamiento más eficaz de la institución en materia de persecución de los delitos, coordinación interinstitucional y estructura organizacional.",40%,2,#REF!,9608-07,Crea el cargo de Fiscal Especial de Alta Complejidad en el Ministerio Público.,http://congresoabierto.cl/proyectos/9608-07,1,,,,,,,,,"0,4",1,8,,9,,1,,,2,"El proyecto crea la Fiscalía Especial de Alta Complejidad, dedicada a la investigación y persecución de cierto tipo de delitos cuya gravedad y significancia social requiere de una dedicación exclusiva y con personal especializado en la materia. Con esto también se pretende lograr una descongestión en el trabajo de las fiscalías locales. No realiza modificaciones a la Ley Orgánica del Ministerio Público.",
,2016,enero,Seguridad Ciudadana,,100%,4,#REF!,8265-07,Fortalece el Ministerio Público,http://congresoabierto.cl/proyectos/8265-07,,,,,,,,1,,1,,,,0,,,,1,4,"La indicación sustitutiva tiene por objeto el  fortalecimiento integral y modernización del Ministerio Público, potenciando tres áreas: 1) el desarrollo institucional; 2) la investigación y tramitación de causas menos complejas y complejas; 3) la atención de víctimas y testigos. Ver ley 20861: http://www.leychile.cl/Navegar?idLey=20861&tipoVersion=0",
171,2016,febrero,Seguridad Ciudadana,"Adicionalmente, crearemos un Servicio Público Descentralizado de Apoyo a Víctimas -radicado en el Ministerio de Interior y Seguridad Pública- que asuma la dirección de los Centros de Atención de Víctimas, y lidere de Red de Atención a Víctimas.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
172,2016,marzo,Seguridad Ciudadana,"Desde el inicio del nuevo sistema procesal penal, un cuello de botella para su funcionamiento ha sido la capacidad de los organismos auxiliares (Servicio Médico Legal, Instituto de Salud Pública, Laboratorios Policiales, etc.). Realizaremos una modernización y fortalecimiento de los servicios auxiliares que tienen por función producir evidencia científica para el sistema.",100%,4,#REF!,9238-07,Establece mejoras para el personal del Servicio Médico Legal.,http://congresoabierto.cl/proyectos/9238-07,,,,,,,,1,,1,1,2,2,5,,,,1,4,Se otorgan facultades a la Presidenta para modificar la planta del Servicio Médico Legal y se concede un bono especial a ciertos funcionarios,
,2016,abril,Seguridad Ciudadana,,40%,4,#REF!,10523-11,Fortalecimiento de la gestión del Instituto de Salud Pública de Chile.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10935&prmBoletin=10523-11,1,,,,,,,,,"0,4",,,,,,,,1,4,"El proyecto de ley busca fortalecer el ISP mediante el otorgamiento al personal del Instituto de Salud Pública de una asignación de fortalecimiento de la autoridad sanitaria; el	perfeccionamiento de la asignación de dedicación exclusiva; y el incremento de la rendición de cuentas del ISP,",
173,2016,mayo,Seguridad Ciudadana,"Enviaremos al Congreso dentro de los primeros 100 días de Gobierno el proyecto de ley para aumentar la dotación a 6.000 de nuevos carabineros a razón de 1.500 por año, y aumentar los denominados llamados al servicio.",100%,4,,9336-25,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, y la ley N° 18.961, Orgánica Constitucional  de Carabineros",http://congresoabierto.cl/proyectos/9336-25,,,,,,,,1,,1,4,2,,6,,,,1,4,"El proyecto incrementa en 6.000 efectivos la dotación de Carabineros, en un período de cuatro años, entre el año 2015 y el año 2018, en un rango de 1.500 anuales.",
174,2016,junio,Seguridad Ciudadana,Aumentaremos la dotación de la Policía de Investigaciones en 1.200 nuevos funcionarios.,100%,4,,9373-25,"Aumenta dotación de personal de Policía de Investigaciones de Chile; modifica estatuto de su personal y modifica el decreto ley N° 2.460, de 1979, Ley Orgánica de la Policía de Investigaciones. ",http://congresoabierto.cl/proyectos/9373-25,,,,,,,,1,,1,,,,0,,,,1,4,El proyecto incrementa la dotación de la PDI en un poco más de 1.200 funcionarios,
175,2016,julio,Seguridad Ciudadana,"Estableceremos el carácter público del provisionamiento de programas de reinserción y rehabilitación en las cárceles, ya sea que se trata de un establecimiento de administración directa (pública) o concesionado.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
176,2016,agosto,Seguridad Ciudadana,"A partir de la división del actual Servicio Nacional de Menores (SENAME), crearemos el Servicio Nacional de Reinserción Social de Adolescentes, entidad pública especializada y altamente calificado que asuma responsabilidad directa, en coordinación con las demás agencias del Estado, por el proceso de reinserción social de cada adolescente infractor. Respecto la otra función de SENAME, la protección de menores en situación irregular, quedará radicada en el Servicio Nacional de Protección de Menores, dependiente del Ministerio de Desarrollo Social.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
177,2016,septiembre,Seguridad Ciudadana,"Reformaremos las sanciones alternativas a la cárcel y las medidas alternativas al proceso, asegurando su cumplimiento efectivo e idoneidad.",70%,2,,9885-07,"Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos. ",http://congresoabierto.cl/proyectos/9885-07,,,,1,,,,,,"0,7",1,20,11,32,,1,,,2,"El proyecto modifica las normas relativas a las sanciones mixtas con el objeto de restringir su campo de acción para el caso de délitos de alto impacto social, tales como robos, homicidios, delitos financieros y de trafico de estupefacientes, sin embargo no trata las reforma de las sanciones ni las medidas alternativas al proceso. Tampoco se refiere a la la efectividad de las mismas.",
178,2016,octubre,Trabajo y Prevision social,Impulsaremos reformas para favorecer el financiamiento de las MYPE. La actual legislación bancaria plantea restricciones de capital demasiado elevadas para que surjan bancos de nicho que puedan focalizar su acción en las empresas más pequeñas.,100%,4,,9520-05,"Faculta al Ministro de Hacienda, para realizar aporte extraordinario de capital, al Banco Estado de Chile y, amplía el Fondo de Garantía para Pequeños Empresarios.",http://congresoabierto.cl/proyectos/9520-05,,,,,,,,1,,1,,2,,2,,,,1,4,"El proyecto propone una capitalización al Banco Estado con el objeto de expandir de manera significativa los créditos, ampliar la capacidad operativa del FOGAPE (Fondo de Garantía para Pequeños Empresarios) y una ampliación transitoria de la cobertura del FOGAPE.",
179,2016,noviembre,Trabajo y Prevision social,"Adicionalmente, crearemos una unidad especializada en la Subsecretaría de Economía, cuyo propósito será la vigilancia de los abusos en contra de las empresas de menor tamaño e impulsar, a través de un amplio proceso participativo, un exhaustivo proceso de revisión y ajuste de la normativa que afecta el desempeño de las empresas de menor tamaño.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
180,2016,diciembre,Trabajo y Prevision social,"Eliminaremos las diversas formas de discriminación que afectan la constitución y el funcionamiento de las cooperativas, las cuales hoy agrupan a más de un millón de chilenas y chilenos.",100%,4,,8132-26,"Modifica el Decreto con Fuerza de Ley N° 5, de 2003, del Ministerio de Economía, Fomento y Reconstrucción, que fija el texto refundido, coordinado y sistematizado de la Ley General de Cooperativas.",,,,,,,,,1,,1,11,,,11,,,,1,4,"Se propone, entre otras medidas, flexibilizar los requisitos necesarios para la constitución de las cooperativas y fortalecer su capacidad de gestión preservando su carácter participativo.",
181,2016,enero,Trabajo y Prevision social,Debemos fortalecer los sindicatos y realizar un conjunto de modificaciones a la negociación colectiva que permita ampliar la cobertura de trabajadores que pueden ejercer este derecho.,70%,4,,9835-13,"Moderniza el sistema de relaciones labores, introduciendo  modificaciones  al Código del Trabajo. ",http://congresoabierto.cl/proyectos/9835-13,,,,1,,,,,,"0,7",9,4,,13,,,,1,4,"El proyecto realiza diversas modificaciones tales como: ampliación de la cobertura de la negociación colectiva a trabajadores que hoy están excluidos de ejercer este derecho, simplificación del procedimiento de negociación colectiva reglada, ampliación de materias de la negociación colectiva, equilibrio de las partes en el proceso negociador en relación al derecho a huelga, entre otras.",
182,2016,febrero,Trabajo y Prevision social,"Como primer paso terminaremos a la brevedad con el uso artificioso del multirut o razones sociales para efectos laborales, lo que se ha traducido en limitaciones al ejercicio de derechos laborales básicos de los trabajadores como los de sindicalización y de negociación colectiva. Enviaremos una indicación al actual proyecto que se encuentra en el Congreso.",100%,4,,4456-13,Establece un nuevo concepto de empresa,http://congresoabierto.cl/proyectos/4456-13,,,,,,,,1,,1,,3,,3,,,,1,4,El proyecto regula el multirut de las empresas,
183,2016,marzo,Trabajo y Prevision social,"Modernizaremos nuestra ley laboral para permitir la ampliación de las materias que se puedan acordar en una negociación colectiva con el empleador, cuando esto sea por acuerdo de las partes, teniendo los resguardos para asegurar la representatividad de los sindicatos.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
184,2016,abril,Trabajo y Prevision social,"Respecto a las condiciones laborales de los trabajadores de casa particular, que es un grupo especialmente desprotegido y de bajos ingresos, avanzaremos en la ratificación de los compromisos internacionales sobre trabajo decente para trabajadores y trabajadoras domésticas y así otorgar valor y dignidad a la importante función que cumplen estas personas en nuestra sociedad.",100%,4,,9560-10,"Acuerdo que aprueba el Convenio 189, Sobre el Trabajo Decente para las Trabajadoras y los Trabajadores Domésticos, adoptado por la Organización Internacional del Trabajo, el 16 de junio de 2011",http://congresoabierto.cl/proyectos/9560-10,,,,,,,,1,,1,2,1,,3,,,,1,4,"El proyecto propone la aprobación del Convenio 189, Sobre el Trabajo Decente para las Trabajadoras y los Trabajadores Domésticos, de la OIT.",
185,2016,mayo,Trabajo y Prevision social,"Impulsaremos el rediseño institucional y modernización de la Dirección del Trabajo, dotándola de mayores atribuciones, mejorando sus capacidades técnicas e identificando funciones claves en su organización interna, potenciando la especialización en temas de género.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
