uid,area,titulo,promesa,avance_total,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
157,Medio Ambiente,Nuevo marco regulatorio de fomento forestal con especies nativas,"Derogar el DL 701 y sustituirlo por un nuevo marco regulatorio de fomento forestal con especies nativas, orientado a la restauración de los ecosistemas, a la recuperación de bienes y servicios ecosistémicos, y en particular al bienestar de las comunidades indígenas y rurales.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
158,Mineria,Capacidades de fiscalización en mineria,"Se fortalecerán las capacidades de fiscalización de las instituciones estatales relacionadas, y se diseñarán instrumentos específicos para cerrar brechas de evasión y elusión del royalty.",0%,,,,,,,,,,,,,,0,,,,,
159,Mineria,Royalty a la gran minería del cobre,"Implementaremos un royalty cuyo objetivo sea que el Estado recupere una proporción significativa de las rentas económicas del cobre, manteniendo los incentivos para invertir. El mecanismo será progresivo en precios: mientras mayor sea el precio del cobre, y por lo tanto mayores las rentas económicas, mayor será la carga efectiva que enfrentarán las empresas. Tomando en cuenta su simplicidad y la reducción de espacios de evasión y elusión, el royalty tendrá un componente ad valorem o tasa sobre las ventas.",70%,12093-08,Ley sobre Royalty a la Minería,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",2,11,3,16,#REF!
160,Pueblos Indígenas,Nueva institucionalidad de participación y consulta indígena,"Crear, en conjunto con los pueblos originarios, una nueva institucionalidad de participación y consulta indígena. Adoptar, en consulta con los pueblos  originarios, la legislación e institucionalidad que requiera la implementación de la nueva Constitución en materia indígena.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
161,Pueblos Indígenas,Salud intercultural," 
Incorporar las iniciativas autónomas de salud intercultural en el Sistema Nacional de Salud, superando el financiamiento actual basado en el DFL 36 de 1980.",0%,,,,,,,,,,,,,,0,,,,,
162,Pueblos Indígenas,Derechos de aguas para comunidades indigenas,"Adecuar la legislación sectorial minera en materia de aguas (Código de Aguas y de Minería) y la que regula las concesiones de energía geotérmica (Ley 19.657), para garantizar los derechos de agua de las comunidades indígenas aledañas a las faenas mineras y geotérmicas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
163,Pueblos Indígenas,Cogestión de áreas protegidas con pueblos originarios,"Establecimiento de un sistema de cogestión con los
pueblos originarios del sistema de áreas naturales
protegidas, incluyendo las áreas marinas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
164,Pueblos Indígenas,Plurinacionalidad,"Un elemento trascendente de nuestro Plan de Gobierno es el reconocimiento de la plurinacionalidad en todo el territorio, lo que incluye la perspectiva intercultural que nos permite comprometernos con la autodeterminación, la integridad, la cultura y la lengua de todos los pueblos como un derecho, en un marco de respeto mutuo.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
165,Salud,Protección social por covid,"Mejoraremos la protección social para las personas afectadas por Covid-19 y sus contactos, dando cobertura total a los costos de la enfermedad por ISAPRE y FONASA, y cubriendo totalmente las licencias de las personas enfermas y sus contactos.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
166,Salud,Restriccion publicidad alcoholes,Reorientaremos la relación de las personas con el alcohol restringiendo su publicidad y disminuyendo la densidad de los puntos de venta de alcohol.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
167,Salud,Alimentación saludable,"Tendremos un plan de alimentación saludable que limite la publicidad de alimentos ultraprocesados y dañinos para la salud, amplíe las zonas reguladas para venta de productos saludables y fomente el consumo de frutas y verduras.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
168,Salud,Consejo Nacional de Salud,"Crearemos el Consejo Nacional de Salud, conformado por directivas/os de las instituciones de salud y representantes de trabajadoras/es y de usuarias/os de la salud.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
169,Salud,Parto positivo,Será una obligación de las instituciones promover todas las acciones para garantizar una “experiencia positiva de parto” según las recomendaciones de la OMS.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
170,Salud,Fondo universal de salud,"Generaremos un fondo universal de salud (FUS) que actuará como un administrador único de los recursos, a través de la universalización de la cobertura del FONASA a todas las personas que residan en el país. El FUS recaudará y administrará las cotizaciones de las y los trabajadores (7%), junto a los aportes del Estado. Con ello terminaremos con el negocio de las ISAPRE, las cuales se transformarán en seguros complementarios voluntarios, lo que nos permitirá una administración más eficiente y que asegure equidad.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
171,Salud,"Agencia autónoma para Evaluación
de Tecnología Sanitaria","Crearemos una Agencia autónoma para Evaluación de Tecnología Sanitaria (ETESA), que permita definir la cobertura del régimen general de garantías, en base a costo efectividad y criterios sociales.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
172,Salud,"Prohibición de la integración vertical entre
clínicas y aseguradoras privadas","Regularemos al sector privado de salud a través de la prohibición efectiva de la integración vertical entre clínicas y aseguradoras privadas, y con el fin de proteger los derechos de las personas y controlar el abuso estableceremos una fuerte regulación de los seguros complementarios de salud.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
173,Salud,Servicio Nacional de Salud,"Creación del Servicio Nacional de Salud: realizaremos una reforma estructural de la prestación, generando una nueva institucionalidad pública autónoma y con elevados estándares técnicos, que integre a los prestadores en Redes Integradas de Servicios de Salud (RISS), basado en la APS.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
174,Salud,"Erradicar la tercerización del sistema
de salud público",Trabajaremos en erradicar la tercerización como método de contratación de funciones habituales del sistema de salud público,0%,,,,,,,,,,,,,,0,,,,0,#REF!
175,Salud,Acceso gratuito a medicamentos.," Realizaremos los cambios legales necesarios para que los medicamentos se entiendan como bien público de interés para el Estado. Con el fin de reducir el gasto de bolsillo, mejorar el acceso geográfico y priorizar la cobertura de los medicamentos con criterios sanitarios, implementaremos la siguientes medidas: Ampliaremos gradualmente la cobertura de los medicamentos, mejorando el arsenal, cobertura y acceso en la red de salud pública, incluyendo y entregando gratuidad para la totalidad de fármacos cubiertos por el Seguro Universal.
",0%,,,,,,,,,,,,,,0,,,,0,#REF!
176,Salud,Laboratorio estatal de medicamentos,"Revitalizaremos la capacidad productiva del Estado de medicamentos esenciales. Iniciaremos, en alianza con universidades públicas, un laboratorio estatal que permita fabricar medicamentos esenciales y vacunas, desarrollando un plan de inversión en I+D.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
177,Salud,"Regulación de precios en toda la cadena de
suministro farmacéutico","En el sistema privado, estableceremos mecanismos de regulación de precios en toda la cadena de suministro farmacéutico, fijando precios en farmacias, y prohibiremos la integración vertical para velar por el acceso a medicamentos de toda la población.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
178,Salud,"Ley de acceso
a farmacias","Presentaremos una ley que mejore y regule el acceso a farmacias en todo el territorio nacional. Las farmacias privadas serán reguladas como centro de salud, con altos estándares de calidad y con lógica sanitaria estratégica.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
179,Salud,"Ley marco de derechos sexuales
y reproductivos","Presentaremos una ley marco de derechos sexuales y reproductivos que reconozca la diversidad de personas y sus distintas necesidades, y establezca el deber del Estado de dar cumplimiento al pleno ejercicio de los derechos sexuales y reproductivos.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
180,Salud,Legalización del aborto,"Legalizaremos el aborto, estableciéndolo como una prestación de salud garantizada y dotando a los centros de salud de métodos recomendados de evacuación uterina (mifepristona, misoprostol y AMEU). Garantizaremos la entrega de  anticoncepción gratuita postaborto",0%,,,,,,,,,,,,,,0,,,,0,#REF!
181,Salud,Ley de salud mental integral,"Ley de salud mental integral, que potenciará el desarrollo de una red organizada en el modelo comunitario de salud mental, y asegurará su adecuado financiamiento.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
182,Salud,Centros Regionales de Salud Mental ,"Crearemos al menos 15 Centros Regionales de Salud Mental y centros diurnos de demencia, y  desarrollaremos estrategias de implementación rápida de equipos móviles.",0%,,,,,,,,,,,,,,0,,,,,
183,Salud,Prohibicion a las cirugías de normalización," Prohibiremos las cirugías de normalización a recién nacides, estableciendo responsabilidades civiles y administrativas asociadas. Se garantizará el cumplimiento de la circular 18 en caso de niñes intersexuales.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
184,Salud,"Aborto legal, libre, seguro y gratuito","Apoyaremos la demanda histórica por el aborto legal, libre, seguro y gratuito, superando la criminalización y poniendo la  decisión de la persona gestante en el centro.y promoveremos una ley para garantizar la interrupción voluntaria del embarazo como una prestación de salud garantizada, dotando a los centros de salud de métodos recomendados de  evacuación uterina (mifepristona, misoprostol y AMEU).",70%,12148-11,"Establece derechos en el ámbito de la gestación, preparto, parto, postparto, aborto, salud ginecológica y sexual, y sanciona la violencia gineco-obstétrica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",3,10,,13,#REF!
185,Salud,Actualizar ley Adriana de violencia ginecoobstétrica,Patrocinaremos y actualizaremos leyes tales como la Ley Adriana de violencia ginecoobstétrica,0%,,,,,,,,,,,,,,0,,,,0,#REF!
186,Salud,Discriminación Perinatal,Patrocinaremos y actualizaremos leyes tales como: la Ley 20.209 de Discriminación de Género para que incluya el proceso perinatal,0%,,,,,,,,,,,,,,0,,,,0,#REF!
187,Salud,Actualizar ley  Dominga,"Patrocinaremos y actualizaremos leyes tales como la Ley Dominga para potenciar el apoyo al duelo gestacional, el duelo en el puerperio y el acompañamiento en casos de interrupción voluntaria del embarazo.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
188,Salud,Técnicas de reproducción asistida,"Presentaremos un proyecto de ley que regule las técnicas de reproducción asistida como parte de la planificación familiar, promoviendo su acceso a la diversidad de familias que existen en Chile.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
189,Salud,Incentivo al retiro en sector salud,"Enviaremos un nuevo Proyecto de Ley al Congreso, que dé continuidad al programa de Incentivo al retiro al sector salud,  actualmente vigente.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
190,Salud,Ley de eutanasia,"Promoveremos la ley de eutanasia,muerte digna y cuidados paliativos",70%,11745-11,"Establece el derecho a la eutanasia, regula las condiciones para su ejercicio, y modifica en conformidad a ello el Código Penal",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",2,3,16,21,#REF!
191,Seguridad Ciudadana,Ley de Ejecución de Penas,"Impulsar la dictación de una Ley de Ejecución de Penas, para que la regulación de las penas privativas de libertad tenga rango legal y su cumplimiento pueda ser controlada de forma efectiva por los tribunales de justicia. Esto permitirá mejorar la protección jurídica de las personas privadas de libertad, poner fin a la actual dispersión normativa y tener un sistema orgánico y coherente con enfoque de derechos humanos.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
192,Seguridad Ciudadana,"Ministerio de Seguridad, Protección Civil y Convivencia Ciudadana","Creación del Ministerio de Seguridad, Protección Civil y Convivencia Ciudadana. Serán dependientes de este Ministerio las policías, Agencia Nacional de Inteligencia, Sistema Nacional de Emergencia y Protección Civil, Programas de Prevención del delito, SENDA",40%,14614-07,Crea el Ministerio de Seguridad Pública.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",8,,,8,#REF!
193,Seguridad Ciudadana,Transferir potestades sobre seguridad al Gobernador Regional,"Los Gobiernos Regionales tendrán a su cargo la elaboración de los Planes Regionales de Seguridad Ciudadana (PRSC), en coordinación con los gobiernos locales, y sus respectivos Planes Comunales de Seguridad Pública. Transferencia de potestades relativas a seguridad pública y ciudadana de los Delegados Presidenciales al Gobernador Regional.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
194,Seguridad Ciudadana,Seguridad ciudadana municipal,Modificaciones a la Ley 20.965 para ampliar las facultades de las alcaldías para la gestión de la seguridad ciudadana.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
195,Seguridad Ciudadana,Refundación de las policías,"Para alcanzar la condición de seguridad deseable se desarrollará una refundación de las policías de manera progresiva y tendrá como ejes estructurantes: el control civil sobre la actividad policial; la descentralización de las políticas de prevención, otorgando más atribuciones a los gobernadores y alcaldes; el fin de la duplicidad de funciones entre cuerpos policiales, de la estructura militarizada y de la autonomía institucional con que gozan en la práctica.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
196,Seguridad Ciudadana,Actualizar el sistema de inteligencia del Estado,La actualización del sistema de inteligencia del Estado con una nueva arquitectura que permita la integración real de las distintas agencias y unidades de inteligencia bajo el mando y control de una agencia civil con capacidades operativas autónomas.,70%,12234-02,Fortalece y moderniza el sistema de inteligencia del Estado.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",,2,,2,#REF!
197,Seguridad Ciudadana,Comiso de especies,"Extender las hipótesis de comiso de especies, para facilitar la persecución económica del negocio del crimen organizado, agregando la posibilidad de decomisar bienes de igual valor al generado por la actividad ilícita (comiso por equivalencia) (i); bienes que no son provecho de la actividad ilícita pero están relacionada con ella (comiso ampliado) (ii) y; el comiso de bienes en los que exista prueba de que se han obtenido por una actividad ilícita a pesar de que no haya una condena (p. ej., porque no hubo dolo o persona es inimputable, llamado comiso sin condena).",70%,11915-07,"Modifica la ley N° 20.000, que Sustituye la ley Nº 19.366, que Sanciona el Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas, para tipificar el delito de suministración de drogas a una persona, sin su consentimiento o conocimiento",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11915-07,,,,,1,,,,,Comisión Mixta,"0,7",3,15,,18,#REF!
198,Seguridad Ciudadana,Nueva Ley de Drogas,"Legislaremos una nueva Ley de Drogas que no persiga los usos personales ni sus actos preparatorios, distinguiendo entre el microtráfico y el tráfico de estupefacientes.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
199,Seguridad Ciudadana,Cambios a la ley 20.000," Analizaremos cambios a la ley 20.000 para que el consumo recreacional de la cannabis sea legal para mayores de edad. Lo anterior estará acompañado de un marco regulatorio y políticas públicas que, entre otras cosas, fortalezcan los programas de rehabilitación y salud mental y disminuyan el actual consumo de drogas en la población, con especial énfasis en adolescentes.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
200,Trabajo y Previsión Social,40 horas ,impulsar la jornada laboral de 40 horas,70%,11179-13,Modifica el Código del Trabajo con el objeto de reducir la jornada laboral,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11179-13,,,,1,,,,,,Segundo Tramite,"0,7",,13,4,17,#REF!
201,Trabajo y Previsión Social,Trabajo en plataformas digitales,Una legislación en torno al trabajo en plataformas digitales permitirá el reconocimiento de los derechos individuales y colectivos de quienes son falsamente tratados hoy como “socios”. ,90%,11934-15,Regula a las aplicaciones de transporte remunerado de pasajeros y los servicios que a través de ellas se preste,"http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11934-1
",,,,,,1,,,,Tribunal Constitucional,"0,9",,,,0,#REF!
202,Trabajo y Previsión Social,Rediseño del Seguro de Cesantía,"Rediseñaremos el Seguro de Cesantía, para que responda de forma más enérgica a los periodos de desempleo largo que sufren las y los trabajadores, con un aumento de montos, porcentajes y períodos en el uso de seguro, con un traspaso expedito entre  el uso de la Cuenta Individual de Cesantía de aporte del empleador y el uso del Fondo de Cesantía Solidario.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
203,Trabajo y Previsión Social,Negociación Ramal,"Ampliación de la cobertura de la negociación colectiva, caracterizada como multinivel, lo que incluye la negociación ramal, simplificando su procedimiento,  ampliando las materias de negociación, eliminando las restricciones actuales.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
204,Trabajo y Previsión Social,Igualdad en las labores de cuidado,Fortaleceremos una normativa tendiente a la igualdad en las labores de cuidado.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
205,Trabajo y Previsión Social,Igualdad condiciones laborales,"Terminando con la arbitrariedad en las condiciones laborales y remuneraciones hacia cualquier grupo social (mujeres, migrantes, jóvenes, personas ancianas o pueblos originarios).",0%,,,,,,,,,,,,,,0,,,,0,#REF!
206,Trabajo y Previsión Social,Normas de término de la relación laboral ,"Revisaremos las normas de término de la relación laboral en el sector privado, analizando el alcance del despido por necesidades de la empresa y el tope de las indemnizaciones por años de servicio. Asimismo revisaremos la situacion de dicho derecho en el caso de muerte del trabajador o trabajadora",0%,,,,,,,,,,,,,,0,,,,0,#REF!
207,Trabajo y Previsión Social,Subcontratación ," Para fortalecer la igualdad en el empleo, revisaremos la regulación de la subcontratación en Chile.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
208,Trabajo y Previsión Social,Derechos de trabajadores en plataformas virtuales o digitales de servicios,"Tomaremos medidas legislativas ante los desafíos que presenta el trabajo en plataformas virtuales o digitales de servicios, sobre la base del reconocimiento expreso del vínculo de subordinación y dependencia que une a los y las trabajadoras con las plataformas. Así accederán en igualdad de condiciones a todos los derechos, individuales y colectivos, establecidos en nuestra legislación laboral.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
209,Trabajo y Previsión Social,"licencias de cuidados
para todas las personas trabajadoras",Avanzaremos efectivamente en licencias de cuidados para todas las personas trabajadoras.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
210,Trabajo y Previsión Social,Sala cuna universal,"Derecho a sala cuna universal, sin distinción de género, con mayor cobertura en términos de fuero.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
211,Trabajo y Previsión Social,Tutela de derechos fundamentales para mujeres embarazadas,"Revisaremos el Código del Trabajo en materias como el procedimiento de tutela de derechos fundamentales, cuyo catálogo de categorías sospechosas no  considera la discriminación que pueda sufrir la mujer por razón de maternidad o embarazo, lo que constituye discriminación directa por razón de género.
",0%,,,,,,,,,,,,,,0,,,,0,#REF!
212,Trabajo y Previsión Social,"Garantizar
espacios de trabajo seguros para las mujeres","Trabajaremos en proyectos de ley para garantizar espacios de trabajo seguros para las mujeres, identificando como dos ilícitos claramente diferenciables los  fenómenos de acoso sexual o acoso por razón de género, siendo ambos violencia de género en el trabajo. Necesitamos mejorar las garantías para las denunciantes y establecer penas o castigos que reconduzcan la conducta en los espacios de trabajo.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
213,Trabajo y Previsión Social,Salario mínimo,"En nuestro gobierno iniciaremos una alza escalonada del salario mínimo, con el objetivo de que nadie que trabaje una jornada completa viva junto a su familia bajo la línea de la pobreza superando los $500.000 al final del Gobierno.",0%,,,,,,,,,,,,,,0,,,,,#REF!
214,Trabajo y Previsión Social,Repartición de gratificaciones legales,"Normaremos las gratificaciones legales, de manera que se repartan efectivamente utilidades entre los y las trabajadoras de la empresa.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
215,Trabajo y Previsión Social,Igualdad de remuneraciones entre hombres y mujeres,"Debemos modificar la ley de igualdad de remuneraciones, la cual a 12 años de su aprobación ha demostrado ser totalmente ineficaz para reducir la brecha salarial entre mujeres y hombres",0%,,,,,,,,,,,,,,0,,,,0,#REF!
216,Trabajo y Previsión Social,Nuevo sistema de pensiones,"Proponemos la creación de un sistema sin AFP que permita aumentar las pensiones de los actuales y futuros jubilados, y que materialice el derecho a la seguridad social. Un sistema moderno, tripartito, solidario, público y suficiente, con estándares internacionales, que sea sustentable en el tiempo.",40%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",2,4,,6,#REF!
217,Trabajo y Previsión Social,Pensión Básica Universal ,"Pilar No Contributivo: se establecerá de manera gradual una Pensión Básica Universal (PBU) de $250.000 mensuales para toda la población de 65 y
más años. Será una pensión mínima garantizada por  el Estado, independiente de tener o no cotizaciones sociales. Se irá ajustando para cubrir los criterios de suficiencia y dignidad.",40%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",2,4,,6,#REF!
218,Trabajo y Previsión Social,"Fondo de
Reserva","Para asegurar su sustentabilidad (PBU) en el largo plazo se propone crear un Fondo de Reserva, construido sobre el actual Fondo de Reserva de Pensiones (FRP).",0%,,,,,,,,,,,,,,0,,,,0,#REF!
219,Trabajo y Previsión Social,"Aumento de la cotización, a
cargo del empleador","Se propone un aumento de 6% de la cotización, a cargo del empleador, por lo tanto la contribución total será de 18%. El aumento será gradual, para mitigar los  impactos en el mercado laboral. En el caso de los trabajadores y trabajadoras independientes, cotizarán el aporte que corresponde solo al trabajador. En ambos casos se propone avanzar progresivamente en eliminar el tope imponible
",40%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",2,4,,6,#REF!
220,Trabajo y Previsión Social,Ahorro previsional voluntario,"Pilar de ahorro voluntario: para las personas que quieran y puedan ahorrar para la vejez, al momento de pensionarse estos ahorros se suman como un complemento a la futura pensión otorgada por los primeros pilares",40%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",2,4,,6,#REF!
221,Trabajo y Previsión Social,Pilar Contributivo del sistema de pensiones,"Pilar Contributivo: a la PBU se suman los beneficios que dependen de la contribución durante la vida laboral activa. Estas contribuciones sociales
de las personas irán a un nuevo sistema de cuentas de registro individual previsional administrado por un órgano público autónomo y técnicamente idóneo.",40%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",2,4,,6,#REF!
222,Trabajo y Previsión Social,Contribuciones a trabajo no remunerado,"Además de los aportes individuales, se considerará el trabajo de cuidados no remunerado, y se subsidiarán los períodos de desempleo, con tablas unisex para cada generación.",40%,15480-14,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",2,4,,6,#REF!
223,Trabajo y Previsión Social,Organo publico  encargado de la Administración del nuevo sistema de pensiones,"Proponemos crear un órgano público autónomo, técnico, paritario y con representación incidente de las y los trabajadores, que invierta gradualmente esos  recursos con reglas de inversión justas y sostenibles. El objetivo de este órgano es administrar el pilar no contributivo y el pilar contributivo. El ahorro voluntario  podrá ser administrado por instituciones privadas reguladas, a elección del cotizante.",40%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,1,,,,,,,,,Primer Tramite,"0,4",,,,0,#REF!
224,Trabajo y Previsión Social,Representantes de afiliados en empresas,"Proponemos que en los directorios de las empresas en donde sean invertidos los recursos del nuevo sistema de pensiones haya representantes de afiliadas y afiliados, que sean elegidos de manera democrática.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
225,Trabajo y Previsión Social,Institucionalidad de capacitación y educación laboral,"Asimismo, se deberá definir una institucionalidad común a todas las agencias y programas estatales de capacitación y educación, que derive en el fortalecimiento de estos actores en el mundo del trabajo.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
226,Trabajo y Previsión Social,Salario mínimo para cuidadores,"Reconoceremos el trabajo de las personas menores de 60 años que dedican su jornada a cuidar de alguna persona dependiente severa, por un valor igual al salario mínimo, el que será imponible y transformará a estas personas cuidadoras en contribuyentes del sistema de seguridad social",0%,,,,,,,,,,,,,,0,,,,,
227,Trabajo y Previsión Social,Regulación del trabajo sexual,"Avanzaremos hacia el reconocimiento y la regulación del trabajo sexual, priorizando la protección y el bienestar de quienes se desempeñan en este sector al garantizar sus derechos sociales.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
228,Trabajo y Previsión Social,Actualización de la Ley de Inclusión Laboral ,"Actualizaremos  la Ley de Inclusión Laboral que aumente la cuota de personas con discapacidad en puestos de trabajo, mejore las competencias de la Dirección del Trabajo en el monitoreo del cumplimiento de la ley y siente las bases para la creación de un Sistema Integrado de Formación y Capacitación Laboral que aborde las necesidades de la población con  discapacidad.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
229,Trabajo y Previsión Social,Cargos de planta por concurso,"Estudiaremos reformas para que los cargos de planta sean llenados por concursos periódicos de oposición anónimos para seleccionar a las personas que cumplen requisitos habilitantes de formación idónea bajo los principios de profesionalismo, integridad, paridad de género y respeto de la diversidad. Esto aplicaría a las plantas de cargos administrativos, técnicos y profesionales, con movilidad horizontal entre las plantas de los diversos servicios de ámbitos similares.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
230,Transporte y Telecomunicaciones,"Modernizacion regulación de los operadores
de telecomunicaciones","Modernizaremos la regulación de los operadores de telecomunicaciones, definiendo las telecomunicaciones como servicio básico, lo que obligará a mejorar cobertura y estándares de calidad del servicio.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
231,Transporte y Telecomunicaciones,Subsidio tarifas telecomunicaciones,"Con respecto a las tarifas, en el corto plazo, además de diversificar la oferta y el mercado, se podrán establecer mecanismos de subsidios para las cuentas de familias sin capacidad de pago. ",0%,,,,,,,,,,,,,,0,,,,0,#REF!
232,Transporte y Telecomunicaciones,Modificación del Fondo de Desarrollo de las Telecomunicaciones,"En el mediano plazo, estos subsidios públicos serán reemplazados por esquemas tarifarios que tengan componentes progresivos, de manera similar a lo que hoy existe en la regulación de los servicios sanitarios. Ello implica una modificación del actual Fondo de Desarrollo de las Telecomunicaciones (FDT).",0%,,,,,,,,,,,,,,0,,,,0,
233,Transporte y Telecomunicaciones,Nueva regulación para la compartición de infraestructura de redes,"
Estableceremos una nueva regulación para la compartición de infraestructura de redes, de manera de reducir el costo de la inversión en el despliegue de redes y de otros servicios, fomentando la cobertura territorial con servicios de alta calidad.
",0%,,,,,,,,,,,,,,0,,,,0,#REF!
234,Transporte y Telecomunicaciones,Regulacion de precios en telecomunicacion,También proponemos una nueva regulación de precios en territorios con operadores monopólicos,0%,,,,,,,,,,,,,,0,,,,0,#REF!
235,Transporte y Telecomunicaciones,Uso de OOPP para redes de telecomunicaciones,Uso de obras públicas para el despliegue de redes [en telecomunicaciones].,0%,,,,,,,,,,,,,,0,,,,0,#REF!
236,Transporte y Telecomunicaciones,Creacion empresa estatal de redes de telecomunicaciones,"En términos de provisión pública, crearemos una empresa estatal de redes de telecomunicaciones orientada a la ejecución de proyectos de
infraestructura troncal pública y a la operación de fibra óptica.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
