uid,area,titulo,promesa,avance_total,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
116,Justicia y Derechos Humanos,Normas de seguridad y estandares de DDHH,"Impulsaremos leyes que reconozcan el derecho a manifestarse y la derogación de leyes represivas, tales como las normas que regulan el control de identidad
preventivo, la ley antibarricadas y la Ley de Seguridad del Estado",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
117,Justicia y Derechos Humanos,Ley de debida diligencia en DD.HH. para las empresas,"Impulsaremos mecanismos de rendición de cuentas corporativas y reparación de daños. Estos mecanismos serán transparentes y se harán cargo de las asimetrías que hoy impiden a las personas acceder adecuadamente a la justicia cuando sus conflictos son con empresas. Tomaremos las medidas necesarias para que el Estado a través de su potestad regulatoria pueda cumplir con su rol efectivo de protección a las personas en casos de impactos negativos sobre sus DD.HH. producto de las acciones u omisiones de empresas.En particular, presentaremos un proyecto de ley en el que se regulará la debida diligencia
en DD.HH. para las empresas que operen en Chile y para las empresas de propiedad chilena con operaciones extraterritoriales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
118,Justicia y Derechos Humanos,Defensoría del Pueblo u Ombudsperson,"Impulsaremos una legislación que establezca la figura autónoma de la Defensoría del Pueblo u Ombudsperson, estableciendo un amplio mandato para la protección y promoción de los derechos humanos, así como de capacidades específicasreferidas a los grupos de especial protección, las que se ejercerán a través de defensorías temáticas cuyosintegrantes cuenten con inmunidad. Procuraremos que la institucionalidad vigente durante nuestro Gobierno pueda ejercer debidamente sus atribuciones y tenga recursos suficientes para cumplir con su mandato.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
119,Justicia y Derechos Humanos,Reformar la legislación antiterrorista,"Sustituir la Ley 18.314 Antiterrorista por una normativa que resguarde la vida democrática de las amenazas organizadas reales contra la vida e integridad de las personas, y ajustada a los estándares internacionales de derechos humanos, de manera de excluir su utilización como herramienta de persecución política.",100%,16210-25,"Determina conductas terroristas, fija su penalidad y actualiza la legislación vigente en la materia",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16210-25,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
120,Justicia y Derechos Humanos,Ley de Libertad de Culto ,"Perfeccionaremos la Ley de Libertad de Culto en un proceso participativo que incluya a todas las tradiciones religiosas y espirituales, incluyendo las cosmovisiones de los pueblos originarios. Asimismo, promovemos que la Oficina Nacional de Asuntos Religiosos (ONAR) sea una instancia representativa y promotora de todas las expresiones religiosas y  espirituales del país, garantizando la igualdad jurídica entre ellas y terminando estructuras que establezcan privilegios a ciertos credos.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
121,Justicia y Derechos Humanos,Modernización sistema notarial,"Se avanzará en una reforma al sistema notarial y registral, que modernice los mismos y que los sujete a estrictos criterios de transparencia y probidad.",70%,12092-07,Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12092-07,,,,,1,,,,,Comisión Mixta,"0,7",,,,0,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
122,Justicia y Derechos Humanos, Servicio Nacional de Acceso a la Justicia y la Defensoría de Víctimas de Delitos,"Se presentarán las indicaciones necesarias al Proyecto de Ley que crea el Servicio Nacional de Acceso a la Justicia y la Defensoría de Víctimas de Delitos y se evaluará la necesidad de fortalecimiento a Unidades de Víctimas y Testigos de las fiscalías, entre otras medidas.",70%,13991-07,Crea el Servicio Nacional de Acceso a la Justicia y la Defensoría de Víctimas de Delitos,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13991-07,,,,1,,,,,,Segundo Tramite,"0,7",1,4,,5,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
123,Justicia y Derechos Humanos,Ley Sayén,"Incorporar enfoque de género, promoviendo la aprobación de la Ley Sayén, para postergar el cumplimiento de penas privativas de libertad y la improcedencia de la prisión preventiva para mujeres embarazadas o que tengan hijos menores a los 3 años. De esta forma, se terminará con las secciones materno infantiles en cárceles, que actualmente alojan a niños y niñas hasta los 2 años.",40%,11073-07,"Modifica el Código Procesal Penal en materia de procedencia de la prisión preventiva y de suspensión de ejecución de la sentencia, respecto de mujeres embarazadas o que tengan hijos o hijas menores de tres años.",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11073-07,1,,,,,,,,,Primer Tramite,"0,4",5,32,2,39,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
124,Justicia y Derechos Humanos,Acción penal pública,"Para que todos los delitos se persigan por igual eliminaremos el monopolio administrativo en el ejercicio de la acción penal para delitos graves en materia tributaria, legislación electoral, de libre competencia y otras. Estableceremos reglas de coordinación entre los entes administrativos y penales para que los casos que una institución conoce puedan ser conocidos mediante la misma prueba por otras.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
125,Justicia y Derechos Humanos,Delitos de empresas,"Modernización de los delitos y sistema de penas y sanciones asociadas a la criminalidad económica, y endurecemos las sanciones frente a infracciones normativas de las empresas.",100%,13204-07,"Modifica diversos cuerpos legales para ampliar la responsabilidad penal de las personas jurídicas, y regular el ejercicio de la acción penal, respecto de los delitos contra el orden socioeconómico que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13204-07,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
126,Justicia y Derechos Humanos,Mejoras a Sernac,"Eliminaremos los obstáculos para que el SERNAC y organizaciones de consumidores puedan ejercer acciones judiciales en contra de agentes económicos que se desenvuelven en sectores regulados por leyes especiales (telefonía, servicios sanitarios, Isapres, seguros, etc.) Se dotará también a este organismo de mayores recursos y atribuciones, y se  fomentará una mayor coordinación entre los organismos sectoriales y el SERNAC, a fin de que se detecten y sancionen efectivamente las infracciones en materia de protección al consumidor, y no queden en un “limbo normativo” en que ninguna autoridad se hace cargo.",40%,16271-03,"Mejora la protección de los derechos de las personas consumidoras en el ámbito de sus intereses individuales fortaleciendo al Servicio Nacional del Consumidor, y establece otras modificaciones que indica","http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16271-03
",1,,,,,,,,,Primer Tramite,"0,4",2,6,,8,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
127,Justicia y Derechos Humanos,Eliminación del traspaso automático de la cobranza extrajudicial y judicial al consumidor,"Avanzaremos en establecer equidad en la distribución de los costos asociados a las operaciones de crédito, regulando también los espacios de arbitrariedad: proponemos la eliminación del traspaso automático y permitido por ley de la cobranza extrajudicial e incluso a veces la judicial, al consumidor. Estos gastos, así como cualquier otro perjuicio que el acreedor sufra deba ser acreditado ante Tribunales para ser “compensados”, como es la regla general en materia civil. Regularemos estrictamente las cláusulas de aceleración, que son aquellas que le permiten a los acreedores cobrar el total de la deuda por el atraso de una sola cuota",40%,16271-03,"Mejora la protección de los derechos de las personas consumidoras en el ámbito de sus intereses individuales fortaleciendo al Servicio Nacional del Consumidor, y establece otras modificaciones que indica","http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16271-03
",1,,,,,,,,,Primer Tramite,"0,4",2,6,,8,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
128,Justicia y Derechos Humanos,Modificar la ley de insolvencia,"Modificaremos sustantivamente la ley de insolvencia, en particular lo que dice relación con la quiebra personal para que a través de este instrumento –u otro que pueda perfeccionarse– se permita el cumplimiento de las obligaciones pero de  manera ordenada y no abusiva",100%,13802-03,"Moderniza los procedimientos concursales contemplados en la ley N°20.720, y crea nuevos procedimientos para micro y pequeñas empresas",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13802-03,,,,,,,,1,,Promulgado,1,5,9,,14,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
129,Medio Ambiente,"Ley Marco de Economía Circular
y Gestión de Residuos ","Profundizaremos el marco normativo que hoy entrega la Ley de Responsabilidad Extendida del Productor a través de una Ley Marco de Economía Circular y Gestión de Residuos que, al incorporar el enfoque de ciclo de vida.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
130,Medio Ambiente,"Servicio de Biodiversidad y Áreas
Protegidas (SBAP)",Impulsaremos la tramitación expedita del proyecto de ley que crea el Servicio de Biodiversidad y Áreas Protegidas (SBAP),100%,9404-12,Crea el Servicio de Biodiversidad y Áreas Protegidas y el Sistema Nacional de Áreas Protegidas.,https://tramitacion.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9404-12 ,,,,,,,,1,,Promulgado,1,11,4,4,19,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
131,Medio Ambiente,Sistema Nacional de Centros de Rescate y Rehabilitación de Fauna Silvestre,"En materia de fauna, proponemos la creación de un Sistema Nacional de Centros de Rescate y Rehabilitación de Fauna Silvestre, vinculado al Ministerio del Medio Ambiente",100%,9404-12,Crea el Servicio de Biodiversidad y Áreas Protegidas y el Sistema Nacional de Áreas Protegidas., https://tramitacion.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9404-12 ,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
132,Medio Ambiente,"Sistema Integrado
de Observación del Océano",Impulsaremos la creación de un Sistema Integrado de Observación del Océano que mejore nuestra comprensión y capacidad de predicción de los cambios ambientales y la adaptación al cambio climático. ,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
133,Medio Ambiente,Cambios a la Ley 20.380,Propondremos cambios a la Ley 20.380 sobre Protección a los Animales,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
134,Medio Ambiente,Modificacion ley N°20.962 ,"
También propondremos modificaciones de la Ley N°20.962 que aplica la Convención CITES.",100%,13205-07,"Sistematiza los delitos económicos y atentados contra el medio ambiente, modifica diversos cuerpos legales que tipifican delitos contra el orden socioeconómico, y adecua las penas aplicables a todos ellos",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=13749&prmBOLETIN=13205-07 ,,,,,,,,1,,Promulgado,1,12,2,,14,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
135,Medio Ambiente,Evaluación de impacto ambiental,"En materia de Evaluación de Impacto Ambiental, legislaremos para considerar las intervenciones que hacen los proyectos productivos  silvoagropecuarios, diferenciando los requisitos de la gran industria y de los pequeños productores. ",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
136,Medio Ambiente,Leña como combustible,"Impulsaremos el proyecto de ley que declara la leña como combustible y una política orientada al uso responsable de leña calificada, incorporando a la cadena productiva.",100%,13664-08,Regula los biocombustibles sólidos, https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=14207&prmBOLETIN=13664-08 ,,,,,,,,1,,Promulgado,1,,12,5,17,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
137,Medio Ambiente,Nuevo marco regulatorio de fomento forestal con especies nativas,"Derogar el DL 701 y sustituirlo por un nuevo marco regulatorio de fomento forestal con especies nativas, orientado a la restauración de los ecosistemas, a la recuperación de bienes y servicios ecosistémicos, y en particular al bienestar de las comunidades indígenas y rurales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
138,Mineria,"Empresa
Nacional de Litio","Se promoverá la creación de una empresa nacional de litio que desarrolle una nueva industria nacional de este recurso estratégico, con protagonismo
de las comunidades y agregando valor a la producción.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
139,Mineria,Capacidades de fiscalización en mineria,"Se fortalecerán las capacidades de fiscalización de las instituciones estatales relacionadas, y se diseñarán instrumentos específicos para cerrar brechas de evasión y elusión del royalty.",100%,12093-08,Ley sobre Royalty a la Minería,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12093-08,,,,,,,,1,,Promulgado,1,,,,,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
140,Mineria,Royalty a la gran minería del cobre,"Implementaremos un royalty cuyo objetivo sea que el Estado recupere una proporción significativa de las rentas económicas del cobre, manteniendo los incentivos para invertir. El mecanismo será progresivo en precios: mientras mayor sea el precio del cobre, y por lo tanto mayores las rentas económicas, mayor será la carga efectiva que enfrentarán las empresas. Tomando en cuenta su simplicidad y la reducción de espacios de evasión y elusión, el royalty tendrá un componente ad valorem o tasa sobre las ventas.",100%,12093-08,Ley sobre Royalty a la Minería,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12093-08,,,,,,,,1,,Promulgado,1,2,11,3,16,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
141,Pueblos Indígenas,Nueva institucionalidad de participación y consulta indígena,"Crear, en conjunto con los pueblos originarios, una nueva institucionalidad de participación y consulta indígena. Adoptar, en consulta con los pueblos  originarios, la legislación e institucionalidad que requiera la implementación de la nueva Constitución en materia indígena.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
142,Pueblos Indígenas,Salud intercultural," 
Incorporar las iniciativas autónomas de salud intercultural en el Sistema Nacional de Salud, superando el financiamiento actual basado en el DFL 36 de 1980.",0%,,,,,,,,,,,,,,0,,,,,No se conocen proyectos de ley asociados a esta promesa.
143,Pueblos Indígenas,Derechos de aguas para comunidades indigenas,"Adecuar la legislación sectorial minera en materia de aguas (Código de Aguas y de Minería) y la que regula las concesiones de energía geotérmica (Ley 19.657), para garantizar los derechos de agua de las comunidades indígenas aledañas a las faenas mineras y geotérmicas.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
144,Pueblos Indígenas,Plurinacionalidad,"Un elemento trascendente de nuestro Plan de Gobierno es el reconocimiento de la plurinacionalidad en todo el territorio, lo que incluye la perspectiva intercultural que nos permite comprometernos con la autodeterminación, la integridad, la cultura y la lengua de todos los pueblos como un derecho, en un marco de respeto mutuo.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
145,Salud,Restriccion publicidad alcoholes,Reorientaremos la relación de las personas con el alcohol restringiendo su publicidad y disminuyendo la densidad de los puntos de venta de alcohol.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
146,Salud,Alimentación saludable,"Tendremos un plan de alimentación saludable que limite la publicidad de alimentos ultraprocesados y dañinos para la salud, amplíe las zonas reguladas para venta de productos saludables y fomente el consumo de frutas y verduras.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
147,Salud,Consejo Nacional de Salud,"Crearemos el Consejo Nacional de Salud, conformado por directivas/os de las instituciones de salud y representantes de trabajadoras/es y de usuarias/os de la salud.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
148,Salud,Fondo universal de salud,"Generaremos un fondo universal de salud (FUS) que actuará como un administrador único de los recursos, a través de la universalización de la cobertura del FONASA a todas las personas que residan en el país. El FUS recaudará y administrará las cotizaciones de las y los trabajadores (7%), junto a los aportes del Estado. Con ello terminaremos con el negocio de las ISAPRE, las cuales se transformarán en seguros complementarios voluntarios, lo que nos permitirá una administración más eficiente y que asegure equidad.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
149,Salud,"Agencia autónoma para Evaluación
de Tecnología Sanitaria","Crearemos una Agencia autónoma para Evaluación de Tecnología Sanitaria (ETESA), que permita definir la cobertura del régimen general de garantías, en base a costo efectividad y criterios sociales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
150,Salud,"Prohibición de la integración vertical entre
clínicas y aseguradoras privadas","Regularemos al sector privado de salud a través de la prohibición efectiva de la integración vertical entre clínicas y aseguradoras privadas, y con el fin de proteger los derechos de las personas y controlar el abuso estableceremos una fuerte regulación de los seguros complementarios de salud.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
151,Salud,Servicio Nacional de Salud,"Creación del Servicio Nacional de Salud: realizaremos una reforma estructural de la prestación, generando una nueva institucionalidad pública autónoma y con elevados estándares técnicos, que integre a los prestadores en Redes Integradas de Servicios de Salud (RISS), basado en la APS.",40%,17375-11,"Moderniza el Sistema Nacional de Servicios de la Salud; fortalece al Fondo Nacional de Salud; crea el Servicio Nacional de Salud Digital; otorga facultades al Instituto de Salud Pública de Chile y a la Central de Abastecimiento del Sistema Nacional de Servicios de Salud, y modifica normas que indica.",,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
152,Salud,Acceso gratuito a medicamentos.," Realizaremos los cambios legales necesarios para que los medicamentos se entiendan como bien público de interés para el Estado. Con el fin de reducir el gasto de bolsillo, mejorar el acceso geográfico y priorizar la cobertura de los medicamentos con criterios sanitarios, implementaremos la siguientes medidas: Ampliaremos gradualmente la cobertura de los medicamentos, mejorando el arsenal, cobertura y acceso en la red de salud pública, incluyendo y entregando gratuidad para la totalidad de fármacos cubiertos por el Seguro Universal.
",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
153,Salud,Laboratorio estatal de medicamentos,"Revitalizaremos la capacidad productiva del Estado de medicamentos esenciales. Iniciaremos, en alianza con universidades públicas, un laboratorio estatal que permita fabricar medicamentos esenciales y vacunas, desarrollando un plan de inversión en I+D.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
154,Salud,"Regulación de precios en toda la cadena de
suministro farmacéutico","En el sistema privado, estableceremos mecanismos de regulación de precios en toda la cadena de suministro farmacéutico, fijando precios en farmacias, y prohibiremos la integración vertical para velar por el acceso a medicamentos de toda la población.",70%,9914-11,Modifica el Código Sanitario para regular los medicamentos bioequivalentes genéricos y evitar la integración vertical de laboratorios y farmacias.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9914-11,,,,,1,,,,,Comisión Mixta,"0,7",34,,,34,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
155,Salud,"Ley de acceso
a farmacias","Presentaremos una ley que mejore y regule el acceso a farmacias en todo el territorio nacional. Las farmacias privadas serán reguladas como centro de salud, con altos estándares de calidad y con lógica sanitaria estratégica.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
156,Salud,"Ley marco de derechos sexuales
y reproductivos","Presentaremos una ley marco de derechos sexuales y reproductivos que reconozca la diversidad de personas y sus distintas necesidades, y establezca el deber del Estado de dar cumplimiento al pleno ejercicio de los derechos sexuales y reproductivos.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
157,Salud,Ley de salud mental integral,"Ley de salud mental integral, que potenciará el desarrollo de una red organizada en el modelo comunitario de salud mental, y asegurará su adecuado financiamiento.",40%,17003-11,Establece la ley integral de salud mental y modifica los cuerpos legales que indica,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=17003-11,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
158,Salud,"Aborto legal, libre, seguro y gratuito","Apoyaremos la demanda histórica por el aborto legal, libre, seguro y gratuito, superando la criminalización y poniendo la  decisión de la persona gestante en el centro.y promoveremos una ley para garantizar la interrupción voluntaria del embarazo como una prestación de salud garantizada, dotando a los centros de salud de métodos recomendados de  evacuación uterina (mifepristona, misoprostol y AMEU).",0%,,,,,,,,,,,,,,0,3,11,,14,No se conocen proyectos de ley asociados a esta promesa.
159,Salud,Actualizar ley Adriana de violencia ginecoobstétrica,Patrocinaremos y actualizaremos leyes tales como la Ley Adriana de violencia ginecoobstétrica,70%,12148-11,"Establece derechos en el ámbito de la gestación, preparto, parto, postparto, aborto, salud ginecológica y sexual, y sanciona la violencia gineco-obstétrica",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",3,11,,14,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
160,Salud,Discriminación Perinatal,Patrocinaremos y actualizaremos leyes tales como: la Ley 20.209 de Discriminación de Género para que incluya el proceso perinatal,70%,12148-11,"Establece derechos en el ámbito de la gestación, preparto, parto, postparto, aborto, salud ginecológica y sexual, y sanciona la violencia gineco-obstétrica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12148-11,,,,1,,,,,,Segundo Tramite,"0,7",3,11,,14,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
161,Salud,Actualizar ley  Dominga,"Patrocinaremos y actualizaremos leyes tales como la Ley Dominga para potenciar el apoyo al duelo gestacional, el duelo en el puerperio y el acompañamiento en casos de interrupción voluntaria del embarazo.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
162,Salud,Técnicas de reproducción asistida,"Presentaremos un proyecto de ley que regule las técnicas de reproducción asistida como parte de la planificación familiar, promoviendo su acceso a la diversidad de familias que existen en Chile.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
163,Salud,Incentivo al retiro en sector salud,"Enviaremos un nuevo Proyecto de Ley al Congreso, que dé continuidad al programa de Incentivo al retiro al sector salud,  actualmente vigente.",100%,16463-05,"Otorga reajuste general de remuneraciones a las y los trabajadores del sector público, concede aguinaldos que señala, concede otros beneficios que indica y modifica diversos cuerpos legales",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16463-05,,,,,,,,1,,Promulgado,1,,,2,2,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
164,Salud,Ley de eutanasia,"Promoveremos la ley de eutanasia,muerte digna y cuidados paliativos",70%,11745-11,"Establece el derecho a la eutanasia, regula las condiciones para su ejercicio, y modifica en conformidad a ello el Código Penal",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=12267&prmBOLETIN=11745-11 ,,,,1,,,,,,Segundo Tramite,"0,7",2,3,16,21,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
165,Seguridad Ciudadana,Ley de Ejecución de Penas,"Impulsar la dictación de una Ley de Ejecución de Penas, para que la regulación de las penas privativas de libertad tenga rango legal y su cumplimiento pueda ser controlada de forma efectiva por los tribunales de justicia. Esto permitirá mejorar la protección jurídica de las personas privadas de libertad, poner fin a la actual dispersión normativa y tener un sistema orgánico y coherente con enfoque de derechos humanos.",70%,12213-07,Modifica diversos textos legales en materia de ejecución de sanciones penales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12213-07,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
166,Seguridad Ciudadana,"Ministerio de Seguridad, Protección Civil y Convivencia Ciudadana","Creación del Ministerio de Seguridad, Protección Civil y Convivencia Ciudadana. Serán dependientes de este Ministerio las policías, Agencia Nacional de Inteligencia, Sistema Nacional de Emergencia y Protección Civil, Programas de Prevención del delito, SENDA",100%,14614-07,Crea el Ministerio de Seguridad Pública.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,,,,,1,,Promulgado,1,12,7,20,39,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
167,Seguridad Ciudadana,Seguridad ciudadana municipal,Modificaciones a la Ley 20.965 para ampliar las facultades de las alcaldías para la gestión de la seguridad ciudadana.,70%,15940-25,"Modifica la ley N° 18.695, orgánica constitucional de Municipalidades, y otros cuerpos legales, con el objeto de fortalecer la institucionalidad municipal en materia de seguridad pública y prevención del delito",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15940-25,,,,1,,,,,,Segundo Tramite,"0,7",2,17,,19,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
168,Seguridad Ciudadana,Refundación de las policías,"Para alcanzar la condición de seguridad deseable se desarrollará una refundación de las policías de manera progresiva y tendrá como ejes estructurantes: el control civil sobre la actividad policial; la descentralización de las políticas de prevención, otorgando más atribuciones a los gobernadores y alcaldes; el fin de la duplicidad de funciones entre cuerpos policiales, de la estructura militarizada y de la autonomía institucional con que gozan en la práctica.",70%,15805-07 (2) / 15788-07 (P) / 15940-25 (2) / 12699-07 (2),Eta promesa se ha ido materializando por medio de la actuación del ejecutivo en diferentes proyectos de ley. para efectos de su medición se promedio el avance de todos ellos para cuantioficar el avance general de la promesa ,,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
169,Seguridad Ciudadana,Actualizar el sistema de inteligencia del Estado,La actualización del sistema de inteligencia del Estado con una nueva arquitectura que permita la integración real de las distintas agencias y unidades de inteligencia bajo el mando y control de una agencia civil con capacidades operativas autónomas.,70%,12234-02,Fortalece y moderniza el sistema de inteligencia del Estado.,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=12757&prmBOLETIN=12234-02 ,,,,1,,,,,,Segundo Tramite,"0,7",11,4,,15,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
170,Seguridad Ciudadana,Comiso de especies,"Extender las hipótesis de comiso de especies, para facilitar la persecución económica del negocio del crimen organizado, agregando la posibilidad de decomisar bienes de igual valor al generado por la actividad ilícita (comiso por equivalencia) (i); bienes que no son provecho de la actividad ilícita pero están relacionada con ella (comiso ampliado) (ii) y; el comiso de bienes en los que exista prueba de que se han obtenido por una actividad ilícita a pesar de que no haya una condena (p. ej., porque no hubo dolo o persona es inimputable, llamado comiso sin condena).",100%,11915-07,"Modifica la ley N° 20.000, que Sustituye la ley Nº 19.366, que Sanciona el Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas, para tipificar el delito de suministración de drogas a una persona, sin su consentimiento o conocimiento",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11915-07,,,,,,,,1,,Promulgado,1,3,15,,18,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
171,Seguridad Ciudadana,Nueva Ley de Drogas,"Legislaremos una nueva Ley de Drogas que no persiga los usos personales ni sus actos preparatorios, distinguiendo entre el microtráfico y el tráfico de estupefacientes.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
172,Seguridad Ciudadana,Cambios a la ley 20.000," Analizaremos cambios a la ley 20.000 para que el consumo recreacional de la cannabis sea legal para mayores de edad. Lo anterior estará acompañado de un marco regulatorio y políticas públicas que, entre otras cosas, fortalezcan los programas de rehabilitación y salud mental y disminuyan el actual consumo de drogas en la población, con especial énfasis en adolescentes.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
173,Trabajo y Previsión Social,40 horas ,Impulsar la jornada laboral de 40 horas,100%,11179-13,Modifica el Código del Trabajo con el objeto de reducir la jornada laboral,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11179-13,,,,,,,,1,,Promulgado,1,,13,4,17,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
