uid,area,titulo,promesa,avance_total,coherencia,,,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,marginal,parcial_minima,parcial_alta,total,escala_de_coherencia,justificacion_avance,justificacion_nota,ja_porque,jn_porque,
38,Estado,Extensión del Sistema de Alta Dirección Pública a regiones,"En la misma línea, extenderemos el Sistema de Alta Dirección Pública a cargos regionales, con el consecuente atractivo de remuneraciones",70%,4,,,10164-05,Perfecciona al Sistema de Alta Dirección Pública y Fortalece la Dirección Nacional del Servicio Civil,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10583&prmBoletin=10164-05,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,,,,1,4,,"El proyecto integra diversos servicios públicos al Sistema de Alta Dirección Pública, tanto en sus cargos de jefatura superior del servicio como en las direcciones regionales.",El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
122,Estado,Creación de la Agencia de Concesiones,"Crearemos la Agencia de Concesiones, con personalidad jurídica propia, competencias y atribuciones. Esta agencia asesorará a los distintos ministerios, servicios y municipalidades que requieran ejecutar proyectos mediante el mecanismo de concesiones",40%,4,,,10126-15,Crea la Dirección General de Concesiones de Obras Públicas y modifica las normas que señala,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10549&prmBoletin=10126-15,1,,,,,,,,,Primer Tramite,"0,4",,2,,2,,,,1,4,,"Para el fortalecimiento de los procesos de negocio asociados a las concesiones, se plantea que la institucionalidad orgánica recoja las buenas prácticas y procesos de la experiencia de la Coordinación de Concesiones de Obras Públicas, alojando en la DGCOP las funciones y atribuciones que permitan desarrollar todo el proceso de la infraestructura concesionada.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
123,Estado,Creación de la Dirección Nacional de Evaluación,"Para ello crearemos la Dirección Nacional de Evaluación, que tendrá la misión de contribuir al mejoramiento continuo de la calidad de las políticas, programas y proyectos públicos, a través de la incorporación de procesos de evaluación que asesoren la toma de decisiones",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
124,Estado,Institucionalización de la negociación colectiva en el sector público,"Para ello, evaluaremos la institucionalización de la negociación colectiva en el sector público, estudiando mecanismos que se hagan cargo de sus especiales particularidades",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
125,Estado,Perfeccionamiento del Sistema de Alta Dirección Pública,"Perfeccionamiento del Sistema de Alta Dirección Pública. A 10 años de su creación, el Sistema de Alta Dirección Pública ha confirmado su relevancia entre las reformas del Estado que se han implementado en nuestro país. Ha sido exitoso al implantar un exigente sistema de selección de altos directivos. Sin embargo, al producirse el cambio de gobierno en 2010 mostró debilidad, convirtiendo la facultad para despedir a los altos directivos en un mecanismo de remoción política. Por lo tanto, es indispensable incorporar mejoras al sistema",40%,4,,,10164-05,Perfecciona al Sistema de Alta Dirección Pública y Fortalece la Dirección Nacional del Servicio Civil.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10583&prmBoletin=10164-05,1,,,,,,,,,Primer Tramite,"0,4",3,1,,4,,,,1,4,,"fortalecimiento de la dirección nacional del servicio civil, además de la inclusión de nuevos servicios y la regulación de los altos cargos y del resto de los funcionarios entre otras modificiaciones.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
126,Estado,Nuevo Sistema de Fideicomiso Ciego,"Implementaremos un sistema de fideicomiso ciego para las nuevas autoridades, sin esperar la aprobación del proyecto de ley que se discute actualmente en el Congreso, y el cual fortaleceremos y aceleraremos",100%,4,,,7616-06,Probidad en la Función Pública,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8012&prmBoletin=7616-06,,,,,,,,1,,Promulgado,1,3,,,3,,,,1,4,,Ley de Probidad en la Función Pública 20.880: http://www.leychile.cl/Navegar?idNorma=1086062&idVersion=Diferido,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
127,Estado,Perfeccionamiento de normativa que regula conflictos de interés,Además profundizaremos la normativa que regula el conflicto de interés en las funciones posteriores al ejercicio de cargos públicos,40%,4,,,10140-07,"Previene y sanciona los conflictos de intereses, y modifica normas sobre inhabilidades e incompatibilidades en el ejercicio de la función pública.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10563&prmBoletin=10140-07,1,,,,,,,,,Primer Tramite,"0,4",2,1,,3,,,,1,4,,"Proyecto de ley establece que ex autoridades y funcionarios de las entidades fiscalizadoras quedarán inhabilitados, por un plazo de seis meses, de prestar servicios o participar en la propiedad de las entidades fiscalizadas, sólo si intervinieron directa y personalmente en decisiones que las afectaron, dentro de los doce meses anteriores al cese de funciones. También estarán inhabilitados a prestar servicios de cualquier tipo o participar en la propiedad de las entidades fiscalizadas durante un plazo de tres meses. Tendrán prohibido desarrollar actividades de lobby a favor de las entidades sujetas a fiscalización del órgano en que se desempeñaban, por el plazo de dos años. La infracción a dichas normas se sancionan con multas.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
128,Estado,Perfeccionamiento de declaraciones de patrimonio e intereses de autoridades públicas,Perfeccionaremos las declaraciones de patrimonio e intereses de las autoridades públicas a fin de que constituyan efectivamente un mecanismo de transparencia y fiscalización ciudadana,100%,4,,,7616-06,Probidad en la Función Pública,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8012&prmBoletin=7616-06,,,,,,,,1,,Promulgado,1,3,,,3,,,,1,4,,Ley de Probidad en la Función Pública 20.880: http://www.leychile.cl/Navegar?idNorma=1086062&idVersion=Diferido,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
129,Estado,Perfeccionamiento del marco institucional de las empresas del Estado,"Vamos a perfeccionar el marco institucional de las empresas del Estado y de aquellas en que éste tenga participación, fortaleciendo sus gobiernos corporativos, para que estas empresas logren aumentar su transparencia y capacidad estratégica, mejorando la calidad de la gestión y la supervisión de las mismas",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
130,Estado,Perfeccionamiento de Proyecto de Ley que moderniza el INE,"Para lograr lo anterior perfeccionaremos el proyecto de ley que moderniza el INE, haciendo un verdadero esfuerzo en términos de su fortalecimiento institucional",40%,4,,,10372-03,Crea una nueva institucionalidad del sistema estadístico nacional.                                       x,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10795&prmBoletin=10372-03,1,,,,,,,,,Primer Tramite,"0,4",,,,0,,,,1,4,,"Se propone en el proyecto de ley la modernización del INE a través del de la creación de una nueva institucionalidad orgánica del Instituto Nacional de Estadistica, destacando las siguientes caracteristicas: sea un Organismo técnico, independiente y descentralizado, con personalidad jurídica y patrimonio propio. Adémas de agregar nuevas funciones al instituto y la creación de un Consejo Estadístico Nacional.
",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
131,Estado,Modernización de Cancillería,"Para el cumplimiento de los objetivos señalados, se debe instaurar una nueva diplomacia que exige una Cancillería moderna, con flexibilidad y capacidad de respuesta a los desafíos del siglo XXI, contando con un personal especializado y una carrera funcionaria basada en capacidades y mérito, acompañada de un diseño y visión estratégica que genere el ya mencionado Sistema Nacional de Política Exterior",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
132,Estado,Fortalecimiento de la autonomía Municipal,"En materia Institucional, el objetivo estratégico es que los municipios pasen de cumplir una función exclusivamente de administración, a la constitución de verdaderos Gobiernos Locales, ampliando las actuales funciones que desarrollan y entregándoles un mayor grado de autonomía en la gestión. Esto es posible, mediante el traspaso de competencias, recursos propios, autonomía administrativa y facultades",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
133,Estado,Mejoras a los Consejos Comunales de Organizaciones de la Sociedad Civil,"Debemos perfeccionar y ampliar los mecanismos de participación comunal, mejorando la legislación que establece los Consejos Comunales de Organizaciones de la Sociedad Civil",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
134,Estado,Perfeccionamiento de mecanismos de participación Municipal,"Debemos perfeccionar y ampliar los mecanismos de participación comunal, (...) estableciendo como política pública los Fondos Concursables y presupuestos participativos",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
136,Estado,Regulación de consultas ciudadanas y plebiscitos,"Debemos perfeccionar y ampliar los mecanismos de participación comunal, (...) mejorando la regulación sobre consultas ciudadanas y plebiscitos",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
137,Estado,Fortalecimiento del Concejo Municipal,"Debemos fortalecer el Concejo Municipal, entregándole mayores facultades, atribuciones y también responsabilidades y otorgarles a los concejales la responsabilidad de acompañar y monitorear una o más áreas del quehacer municipal con la obligación de rendir cuentas",70%,2,,,10057-06,Modifica disposiciones aplicables a los funcionarios municipales y entrega nuevas competencias a la Subsecretaría de Desarrollo Regional y Administrativo.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10479&prmBoletin=10057-06,,,,1,,,,,,Segundo Tramite,"0,7",,12,3,15,,1,,,2,,"Se dispone que se facultará a las municipalidades para que cada 10 años, a propuesta de los Alcaldes, con acuerdo de 2/3 de los integrantes en ejercicio del concejo y dentro de sus disponibilidades presupuestarias; fijen o modifiquen su respectiva planta. El proyecto no entrega mayores facultades al Concejo Municipal.",El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es marginalmente coherente con la promesa realizada,
138,Estado,Perfeccionamiento de atribuciones de alcaldes en materia de gestión de personal,"Sobre la dotación y el estatuto jurídico de los funcionarios municipales se propone retomar el debate sobre el Art. 121 de la constitución que permite a los alcaldes descentralizar la gestión de personal de acuerdo a las particularidades de cada municipio, impulsando la norma legal que otorgue la facultad de revisar la estructura de plantas. La discusión sobre el Art. 121, debe incorporar la revisión de las normas laborales de los funcionarios municipales, con el debido resguardo de la carrera funcionaria y participación de todos los estamentos, permitiendo que éstos trabajen en condiciones de dignidad y de resguardo de sus derechos como trabajadores",70%,3,,,10057-06,Modifica disposiciones aplicables a los funcionarios municipales y entrega nuevas competencias a la Subsecretaría de Desarrollo Regional y Administrativo.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10479&prmBoletin=10057-06,,,,1,,,,,,Segundo Tramite,"0,7",,12,3,15,,,1,,3,,"La iniciativa posibilita el aumento de las plantas municipales de la actual dotación, con especial focalización en cargos de profesionales y técnicos. Así, faculta a que sean las propias municipalidades las que determinen sus plantas de personal. Se dispone que se facultará a las municipalidades para que cada 10 años, a propuesta de los Alcaldes, con acuerdo de 2/3 de los integrantes en ejercicio del concejo y dentro de sus disponibilidades presupuestarias; fijen o modifiquen su respectiva planta.",El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es parcialmente coherente con la promesa realizada,
139,Estado,Estudiar compensaciones a los municipios por exenciones tributarias,"Estudiar compensaciones, con cargo al presupuesto nacional, por las exenciones de diversos tributos de beneficio municipal, por ejemplo, por exención del pago de los derechos de aseo, del pago de contribuciones, o por la construcción de viviendas sociales, materias que gravan en mayor medida a los municipios más pobres del país",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
140,Estado,Perfeccionar la Ley de Rentas Municipales,"Corregir, mediante una modificación a la Ley de Rentas Municipales, las discriminaciones e injusticias que existen, en particular para que los grandes contribuyentes financien adecuadamente las prestaciones y servicios que reciben de los municipios",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
141,Estado,Asegurar financiamiento de nuevas atribuciones de municipios,Asegurar normativamente que cualquier nueva función o tarea que se le asigne a los municipios deberá contemplar el financiamiento respectivo,0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
89,Infancia y Juventud,Nueva Ley de Protección Integral a los Derechos de la Infancia y la Adolescencia,"Enviaremos un proyecto de Ley de Protección Integral a los Derechos de la Infancia y la Adolescencia, marco jurídico de reconocimiento de todos los derechos consagrados en la Convención de derechos del Niño y establecimiento de garantías a todos los niños, niñas y adolescentes, sin discriminación alguna. Se establecerán los mecanismos de exigibilidad de los derechos. Esta Ley derogará la actual Ley de Menores, N° 16.628",40%,3,,,10315-18,Sistema de garantías de los derechos de la niñez,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10729&prmBoletin=10315-18,1,,,,,,,,,Primer Tramite,"0,4",4,2,,6,,,1,,3,,ley de coherencias que busca proteger integralmente los derechos de los niños reconocidos por al constitución tales como provición de servicios y ley de garantías aunque se centra únicamente en los niños sin incluir a los adolescentes de manera explicita,El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es parcialmente coherente con la promesa realizada,
90,Infancia y Juventud,Reforma a los sistemas de protección de la Infancia y Adolescencia,"Implicará reformar (...) la Ley N°20.032, fortaleciendo las competencias del Estado para una actuación efectiva y eficaz en materia de protección especial  (...) transformado al SENAME en el Servicio Nacional de Protección de Menores, dependiente del Ministerio de Desarrollo Social",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
92,Infancia y Juventud,Reforma al sistema de adopción de menores,Implicará reformar (...) la Ley N° 19.620 que dicta normas sobre adopción de menores. La actual ley de Adopción presenta vacíos que ponen en disputa el interés superior del niño y otros intereses,40%,4,,,9119-18,Reforma integral al sistema de adopción en Chile,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9535&prmBoletin=9119-18,1,,,,,,,,,Primer Tramite,"0,4",3,3,,6,,,,1,4,,"Se presentan indicaciones al proyecto donde se establece que la adopción tiene por objeto velar por el interés superior del adoptado, y amparar su derecho a vivir y desarrollarse en el seno de una familia que le brinde el afecto y le procure los cuidados tendientes a satisfacer sus necesidades espirituales y materiales, cuando ello no le pueda ser proporcionado por su familia de origen.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
95,Infancia y Juventud,Creación de la Subsecretaría de la Juventud,Crearemos en el Ministerio de Desarrollo Social una Subsecretaría de la Juventud,0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
27,Justicia y DDHH,Reconocimiento del valor de los tratados internacionales sobre Derechos Humanos,"Reconoceremos con el máximo valor en la Constitución, los tratados y convenciones internacionales sobre derechos humanos y, en especial, incorporaremos una norma que establezca que, en toda interpretación constitucional o legal, deben primar dichos tratados o convenciones",40%,3,,,9748-07,"Modifica la Constitución Política de la República para establecer que los crímenes y delitos de guerra, lesa humanidad y genocidio no puedan prescribir ni ser amnistiados.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10193&prmBoletin=9748-07,1,,,,,,,,,Primer Tramite,"0,4",6,12,,18,,,1,,3,,"El proyecto incorpora un nuevo inciso final al numeral 3° del artículo 19 de la Constitución, que establece que los crímenes y delitos que conforme al derecho nacional o internacional sean calificables de genocidio, lesa humanidad o guerra, no serán susceptibles de amnistía o prescripción –total o parcial- , con independencia de la fecha en que ellas se hubieren cometido, adaptando con ello la legislación chilena a las exigencias del Derecho Internacional sobre la materia. Sin embargo no señala nada sobre la interpretación de las normas de acuerdo a los tratados internacionales",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es parcialmente coherente con la promesa realizada,
28,Justicia y DDHH,Impunidad en crímenes contra los Derechos Humanos,"Impulsaremos medidas legislativas y administrativas que impidan la impunidad en materia de DDHH, tales como impedir toda aplicación en los juicios sobre Crímenes de Lesa Humanidad del D.L. N°2.191, de Amnistía de 1978, y de las normas que regulan la prescripción en materia de delitos comunes o de la prescripción en materia de responsabilidades civiles",55%,4,40%,4,9773-07,"Adecua la ley penal en materia de amnistía, indulto y prescripción de la acción penal y la pena a lo que dispone el derecho internacional respecto de los delitos de genocidio, de lesa humanidad o de guerra.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10192&prmBoletin=9773-07,1,,,,,,,,,Primer Tramite,"0,4",10,7,,17,,,,1,4,,"Establece que los crímenes y delitos de guerra, lesa humanidad y genocidio, cualquiera sea la fecha en que se hayan cometido, son imprescritpibles e inamnistiables, como también que no se podrá conceder indulto o cualquier otro beneficio alternativo que implique la reducción o sustitución de las condenas privativas de libertad a los autores de estos crímenes y delitos. ","La promesa cuenta con 4 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 4 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
28,Justicia y DDHH,Impunidad en crímenes contra los Derechos Humanos,,,,70%,4,6422 -07,Establece ley interpretativa que adecua la legislación penal chilena a los tratados internacionales en materia de derechos humanos,https://www.camara.cl/pley/pley_detalle.aspx?prmID=6821&prmBoletin=6422-07,,,,1,,,,,,Segundo Tramite,"0,7",1,11,,12,,,,1,4,,"Establece que no se podrán aplicar las normas sobre amnistía o prescripción cuando según las reglas del derecho internacional se refiera a hechos que configuren delitos de genocidio o crímenes de lesa humanidad o de guerra, así como la inaplicabilidad de la denominada prescripción gradual de la pena o media prescripción.","La promesa cuenta con 4 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 4 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
28,Justicia y DDHH,Impunidad en crímenes contra los Derechos Humanos,,,,70%,4,1265-10,"Aprueba la Convención sobre Imprescriptibilidad de los Crímenes de Guerra y de los Crímenes de Lesa Humanidad, adoptada por la Asamblea General de las Naciones Unidas, mediante la resolución Nº 2391 (XXIII), del 26 de Noviembre de 1968",https://www.camara.cl/pley/pley_detalle.aspx?prmID=657&prmBoletin=1265-10,,,,1,,,,,,Segundo Tramite,"0,7",,1,,1,,,,1,4,,"Califica a los crímenes de guerra y de lesa humanidad entre los delitos de derecho internacional más graves y expresa el principio de la imprescriptibilidad de estos crímenes y, asimismo, asegura su aplicación universal.","La promesa cuenta con 4 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 4 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
28,Justicia y DDHH,Impunidad en crímenes contra los Derechos Humanos,,,,40%,4,4162-07,"Proyecto de ley que declara la nulidad del Decreto Ley N° 2.191, de 1978.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=4555&prmBoletin=4162-07,1,,,,,,,,,Primer Tramite,"0,4",9,1,,10,,,,1,4,,"Declara nulo el DL de amnistía y establece que son imprescritibles e inamnistiables los delitos calificados como crímenes de guerra o crímenes de lesa humanidad, de conformidad a los Tratados Internacionales ratificados por Chile y que se encuentran vigentes, así como por los Principios Generales del Derecho Internacional.","La promesa cuenta con 4 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 4 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
29,Justicia y DDHH,Creación de la Subsecretaría de Derechos Humanos,"Crearemos la Subsecretaría de Derechos Humanos en el Ministerio de Justicia y Derechos Humanos, con dotación de recursos humanos y presupuestarios que permitan el trabajo de coordinación y ejecución en materia de derechos humanos",100%,4,,,8207-07,Crea la Subsecretaría de Derechos Humanos y establece adecuaciones en la Ley Orgánica del Ministerio de Justicia,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8605&prmBoletin=8207-07,,,,,,,,1,,Promulgado,1,,7,1,8,,,,1,4,,Ver ley 20.885 en: http://www.leychile.cl/Navegar?idLey=20885&tipoVersion=0 crea subsecretaría de derechos humanos,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
30,Justicia y DDHH,Reparación a víctimas de violaciones a los Derechos Humanos,"Adoptaremos medidas, legislativas si fueren necesarias, para reconocer el derecho de las víctimas de las graves violaciones a los derechos humanos y sus familiares, a obtener reparaciones civiles de los victimarios y, en su caso, del Estado. Revisaremos las actuales leyes reparatorias",65%,4,40%,4,9593-17,"Consagra el deber de los órganos del Estado de individualizar, como víctimas de desaparición forzada, a las personas detenidas desaparecidas que figuran en los informes que indica",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10002&prmBoletin=9593-17,1,,,,,,,,,Primer Tramite,"0,4",,,,0,,,,1,4,,Establece que todos los órganos del Estado deberán velar por que los registros que estén a su cargo reconozcan y expresen como víctimas de desaparición forzada a las personas detenidas desaparecidas cuyos nombres aparecen incluidos en los informes de las comisiones creadas en la búsqueda de verdad y justicia y que dichos registros deberán actualizarse dentro de un año.,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
30,Justicia y DDHH,Reparación a víctimas de violaciones a los Derechos Humanos,,,,90%,4,10196-17,"Otorga un aporte único, de carácter reparatorio, a las víctimas de prisión política y tortura, reconocidas por el Estado de Chile.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10619&prmBoletin=10196-17,,,,,,,1,,,Aprobación Presidencial,"0,9",,,,,,,,1,4,,"Proyecto de ley que tiene por objeto establecer un aporte único, de carácter reparatorio a todas y todos  los  calificados como víctimas de prisión política y tortura reconocidos por la Comisión Nacional sobre Prisión Política y Tortura, y la Comisión Asesora para la calificación de Detenidos Desaparecidos, Ejecutados Políticos y víctimas de Prisión Política y Tortura, incluyendo a las cónyuges sobrevivientes","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
32,Justicia y DDHH,Regulación de las Fuerzas Policiales en el ámbito de reunión de los ciudadanos,"Adicionalmente, desarrollaremos una iniciativa legal para regular el derecho a reunión y revisaremos los reglamentos, protocolos y práctica de las Fuerzas Policiales para su adecuación a estándares internacionales",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
87,Justicia y DDHH,Creación de Proyecto de Ley sobre Matrimonio igualitario,"Matrimonio igualitario: convocaremos a un debate abierto, con participación amplia para la elaboración y posterior envío de un proyecto de ley en esta materia",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
88,Justicia y DDHH,Promoción de la ley sobre identidad de género,"Promoveremos la tramitación de la ley de identidad de género, que se encuentra en trámite, respondiendo a la necesidad de consagrar legalmente el derecho a la identidad de género, y estableciendo un procedimiento judicial, de acuerdo a normas internacionales suscritas por nuestro país, que permita a las personas trans adecuar su nombre y sexo registral de acuerdo a su propia identidad de género",40%,4,,,8924-07,Reconoce y da protección al derecho a la identidad de género,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9331&prmBoletin=8924-07,1,,,,,,,,,Primer Tramite,"0,4",3,11,,14,,,,1,4,,Se establece el derecho reconocimiento y protección de la Identidad de Género y un procedimiento para adecuar nombre y sexo a dicha identidad,El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
96,Justicia y DDHH,Nuevo Sistema de Asistencia Jurídica,"Impulsaremos un Nuevo Sistema de Asistencia Jurídica para Chile. El objetivo de un nuevo sistema de asistencia jurídica debe ser asegurar servicios jurídicos preventivos, de asesoría en asuntos jurídicos y de representación en juicio, para personas que no pueden financiarlos total o parcialmente, de una calidad equivalente a los que se pueden procurar las personas que cuentan con los recursos para ello",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
97,Justicia y DDHH,Reforma al gobierno judicial,"Al respecto, impulsaremos la discución en torno al gobierno judicial, con una amplia participación de este poder. También sobre una carrera judicial alineada con nuevos incentivos, de modo que responda a la diversidad y complejidad de los cambios que Chile demanda en acceso a la justicia, transparencia, rendición de cuentas y equidad",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
98,Justicia y DDHH,Reforma a la justicia civil,"Continuaremos adelante con el proceso de Reforma a la Justicia Civil, con un horizonte de mediano plazo, promoviendo, un reordenamiento de competencias, tanto a nivel local como de jueces de letras",70%,4,,,8197-07,Establece el nuevo Código Procesal Civil,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8596&prmBoletin=8197-07,,,,1,,,,,,Segundo Tramite,"0,7",,4,,4,,,,1,4,,El proyecto crea un nuevo Código Procesal Civil consagrando el acceso ciudadano a un sistema procesal civil moderno ,El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
99,Justicia y DDHH,Creación de nueva justicia local,"Como resultado de un nuevo mapa de las competencias de la Justicia Civil debemos hacernos cargo del diseño de una nueva judicatura, priorizando la creación de una nueva justicia local verdaderamente independiente de los gobiernos comunales",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
100,Justicia y DDHH,"Reforma al Sistema de Notarios, Conservadores de Bienes Raíces y Archiveros","Nos haremos cargo de implementar una reforma al Sistema de Notarios, Conservadores de Bienes Raíces y Archiveros, cuya institucionalidad es anacrónica, y se organiza como una fuente de excesivo lucro personal, no asignado en razón de mérito, que además provee servicios muchas veces ineficientes y de alto costo para la ciudadanía",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
101,Justicia y DDHH,Sustitución de la sociedad conyugal por una comunidad de bienes,"Otra iniciativa relevante será eliminar discriminaciones contra la mujer, sustituyendo la sociedad conyugal por una comunidad de bienes, fundada en la igualdad y en la protección del patrimonio familiar; consagrando en todo matrimonio una responsabilidad común y efectiva frente a las deudas familiares; y, modificando la regulación de la compensación económica",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
