uid,area,titulo,promesa,avance_total,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
135,Pueblos Indígenas,Crear el Consejo Nacional de Pueblos Indígenas y los Consejos de cada pueblo,"Crear el Consejo Nacional de Pueblos Indígenas y los Consejos de cada pueblo, como instancias de representación y participación de los pueblos indígenas.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
136,Pueblos Indígenas,Establecer una Agencia de Desarrollo Indígena,"Establecer una Agencia de Desarrollo Indígena en ese Ministerio, que sea la continuadora de la CONADI, con responsabilidad por la ejecución de las políticas, planes y programas para las personas y comunidades indígenas.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
137,Pueblos Indígenas,Crear Corporaciones Territoriales de Desarrollo Indígena,"Crear Corporaciones Territoriales de Desarrollo Indígena que sean garantes y acompañen los acuerdos entre el Estado y los indígenas, y entre privados y comunidades, para desarrollar proyectos en determinados territorios.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
138,Pueblos Indígenas,Modificar la ley indígena en materia de disposicion de sus tierras,"Modificar la ley indígena para potenciar el uso productivo de las tierras entregadas a los miembros del pueblo mapuche reduciendo o eliminando las prohibiciones de vender, hipotecar, arrendar, o disponer de sus tierras.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
139,Justicia y DDHH,Actualizar el proyecto de Ley de Migración y Extranjería,Se impulsará y actualizará el proyecto de Ley de Migración y Extranjería,70%,8970-06,Ley de Migración y Extranjería.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8970-06,,,,1,,,,,,Segundo Tramite,"0,7",3,12,0,15,El proyecto de ley asociado se encuentra en segundo trámite constitucional
140,Justicia y DDHH,Establecer por ley el Consejo de Política Migratoria ,Mejorar la institucionalidad estableciendo por ley el Consejo de Política Migratoria y fortaleciendo a la Subsecretaría del Interior y las Gobernaciones como autoridades migratorias.,70%,8970-07,Ley de Migración y Extranjería.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8970-07,,,,1,,,,,,Segundo Tramite,"0,7",3,12,0,15,El proyecto de ley asociado se encuentra en segundo trámite constitucional
141,Justicia y DDHH,Visas específicas para capital humano avanzado,"Ampliar las opciones que se le ofrecen al migrante, con visas específicas para personas con capital humano avanzado que Chile necesita, como médicos especialistas y talentos excepcionales.",70%,8970-08,Ley de Migración y Extranjería.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8970-08,,,,1,,,,,,Segundo Tramite,"0,7",3,12,0,15,El proyecto de ley asociado se encuentra en segundo trámite constitucional
142,Trabajo y Previsión Social,Obligacion para los extranjeros de cotizar en el sistema chileno de pensiones,"Exigir a todo extranjero que trabaje en Chile cotizar en el sistema chileno de pensiones, sin perjuicio de poder retirar sus fondos previsionales en caso de dejar el país para destinarlos a fines previsionales en su país de origen.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
143,Justicia y DDHH,Igualdad para el migrante regular en el acceso al sistema de salud,Establecer expresamente que los extranjeros en situación migratoria regular tendrán acceso al sistema de salud en condiciones iguales a los nacionales.,70%,8970-06,Ley de Migración y Extranjería.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8970-06,,,,1,,,,,,Segundo Tramite,"0,7",3,12,0,15,El proyecto de ley asociado se encuentra en segundo trámite constitucional
144,Justicia y DDHH,Garantía de acceso a educación a los niños extranjeros,"Mantener garantía de acceso a educación preescolar, básica y media a los niños extranjeros en las mismas condiciones que a los nacionales con independencia de su situación migratoria.",70%,8970-06,Ley de Migración y Extranjería.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8970-06,,,,1,,,,,,Segundo Tramite,"0,7",3,12,0,15,El proyecto de ley asociado se encuentra en segundo trámite constitucional
145,Justicia y DDHH,Agilizar la expulsión de extranjeros que incumplan las normas chilenas,"Hacer más expedita y menos burocrática la expulsión de aquellas personas que, no teniendo arraigo, incumplan gravemente las normas chilenas, sin perjuicio de los procesos judiciales que deban enfrentar en Chile.",70%,8970-06,Ley de Migración y Extranjería.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8970-06,,,,1,,,,,,Segundo Tramite,"0,7",3,12,0,15,El proyecto de ley asociado se encuentra en segundo trámite constitucional
146,Educación,Perfeccionar el sistema de revalidación y reconocimiento de títulos,Agilizar y perfeccionar el sistema de revalidación y reconocimiento de títulos de educación superior.,70%,8970-06,Ley de Migración y Extranjería.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8970-06,,,,1,,,,,,Segundo Tramite,"0,7",3,12,0,15,El proyecto de ley asociado se encuentra en segundo trámite constitucional
147,Seguridad Ciudadana,Modernizar los sistemas de auditoría y selección de personal,"Modernizar los sistemas de auditoría y de selección de personal administrativo, incorporando procedimientos y protocolos modernos de gestión como matrices de riesgo o gestión presupuestaria por objetivos estratégicos, entre otras medidas.",40%,12250-25,Moderniza la gestión institucional y fortalece la probidad y la transparencia en la Fuerzas de Orden y Seguridad Pública.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12250-25,1,,,,,,,,,Primer Tramite,"0,4",0,1,0,1,El proyecto de ley asociado se encuentra en primer trámite constitucional
148,Seguridad Ciudadana,Auditoría financiera contable externa en las policías,Establecer una auditoría financiera contable externa para nuestras policías e implementar un nuevo sistema para denuncias de conductas indebidas dentro de las instituciones policiales.,40%,12250-25,Moderniza la gestión institucional y fortalece la probidad y la transparencia en la Fuerzas de Orden y Seguridad Pública.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12250-25,1,,,,,,,,,Primer Tramite,"0,4",0,1,0,1,El proyecto de ley asociado se encuentra en primer trámite constitucional
149,Seguridad Ciudadana,Personal administrativo civil en las Policías,"Radicar las funciones administrativas (de las Policías) en personal civil especializado, que será elegido por concurso público y sus directivos por los mecanismos de la Alta Dirección Pública, con la sola excepción de la dirección que seguirá el escalafón de orden y seguridad",0%,,,,,,,,,,,,,,0,0,,0,0,No se conocen proyectos de ley asociados a esta promesa.
150,Seguridad Ciudadana,Establecer el Sistema Táctico de Análisis Delictual (STAD) por ley. ,Establecer el Sistema Táctico de Análisis Delictual (STAD) por ley. ,70%,11705-25,Implementa un Sistema Táctico de Operación Policial,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11705-25,,,,1,,,,,,Segundo Tramite,"0,7",6,4,0,10,El proyecto de ley asociado se encuentra en segundo trámite constitucional
151,Seguridad Ciudadana,Incorporar a los gobiernos locales en la prevención del delito ,"Incorporar a los gobiernos locales en un trabajo conjunto de prevención del delito e introducir cambios legales para que las municipalidades puedan asumir funciones en el área de tránsito, emergencias y faltas relacionadas con las incivilidades a fin de focalizar la labor de Carabineros en prevención del delito",40%,12228-06,"Modifica la ley orgánica constitucional de Municipalidades, fortaleciendo el rol preventivo de los gobiernos locales",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12228-06,1,,,,,,,,,Primer Tramite,"0,4",,3,,3,El proyecto de ley asociado se encuentra en primer trámite constitucional
152,Seguridad Ciudadana,Nueva Ley de Prevención de la Violencia y el Delito,"Nueva Ley de Prevención de la Violencia y el Delito y, en general, se haga cargo coordinadamente de los factores de riesgo que afectan a la población. Entre otros, involucrará la prevención de la violencia y la deserción en el ámbito escolar y la prevención y rehabilitación en consumo abusivo de drogas y alcohol, con especial énfasis en los adolescentes infractores de ley con problemas de abuso de estas sustancias.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
153,Seguridad Ciudadana,Crear una Estrategia Nacional de Ciberseguridad,"Crear una Estrategia Nacional de Ciberseguridad estableciendo, mediante reforma constitucional, que el ciberespacio nacional es un medioambiente soberano con el mismo estatus del aire, mar y tierra. ",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
154,Seguridad Ciudadana,Actualizar la ley de delitos informáticos,Actualizar la ley de delitos informáticos y crear una fuerza de respuesta ante ciberemergencias.,40%,12192-25,"Establece nomas sobre delitos informáticos, deroga la ley N° 19.223 y modifica otros cuerpos legales con el objeto de adecuarlos al convenio de Budapest.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12192-25,1,,,,,,,,,Primer Tramite,"0,4",0,0,0,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
155,Seguridad Ciudadana,Crear un Comité de Inteligencia,"Crear un Comité de Inteligencia bajo la dependencia de la Presidencia de la República, con todos los órganos con capacidades e información de inteligencia, como las policías, las fuerzas armadas, gendarmería, entre otros, de forma de concretar el rol asesor que le asigna el Sistema de Inteligencia del Estado",40%,12234-02,Fortalece y moderniza el sistema de inteligencia del Estado.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12234-01,1,,,,,,,,,Primer Tramite,"0,4",0,0,0,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
156,Seguridad Ciudadana,Incorporar la Unidad de Análisis Financiero al Sistema de Inteligencia del Estado,Incorporar la Unidad de Análisis Financiero al Sistema de Inteligencia del Estado para combatir los circuitos financieros del crimen organizado. ,40%,12234-02,Fortalece y moderniza el sistema de inteligencia del Estado.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12234-02,1,,,,,,,,,Primer Tramite,"0,4",0,0,0,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
157,Seguridad Ciudadana,Reformular la Ley de Inteligencia,"Reformular la Ley de Inteligencia creando una comunidad de inteligencia confiable con equipos estables de las FF.AA., Gendarmería, Carabineros y la PDI, e incorporando un Centro de Fusión de Datos contra el Terrorismo y un Departamento de Protección de Infraestructura Crítica. ",40%,12234-02,Fortalece y moderniza el sistema de inteligencia del Estado.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12234-02,1,,,,,,,,,Primer Tramite,"0,4",0,0,0,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
158,Seguridad Ciudadana,Conformar la Escuela Nacional de Inteligencia,"Conformar la Escuela Nacional de Inteligencia, que genere una comunidad de inteligencia robusta entre todas las instituciones que tengan a accesos a información útil.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
159,Seguridad Ciudadana,Obligatoriedad del intercambio de información para fines de inteligencia y preventivos.,Hacer obligatoria la entrega e intercambio de información para fines de inteligencia y preventivos.,40%,12234-02,Fortalece y moderniza el sistema de inteligencia del Estado.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12234-02,1,,,,,,,,,Primer Tramite,"0,4",0,0,0,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
160,Seguridad Ciudadana,Modificar la ley antiterrorista,"Modificar la ley antiterrorista para mejorar su eficacia persecutoria, introduciendo nuevas herramientas como los agentes encubiertos, los informantes, las entregas vigiladas, la cooperación eficaz, la asistencia internacional, entre otros. Asimismo, crear un estatuto especial de protección para las víctimas y los testigos, peritos, agentes y cooperadores.",40%,9692-07,Determina conductas terroristas y su penalidad y modifica los Códigos Penal y Procesal Penal,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9692-07,1,,,,,,,,,Primer Tramite,"0,4",4,12,2,18,El proyecto de ley asociado se encuentra en primer trámite constitucional
161,Seguridad Ciudadana,Permitir cambiar la competencia de los tribunales en los juicios por terrorismo,"Incorporar normas procesales excepcionales para cambiar la competencia de los tribunales en los juicios por terrorismo, de manera de otorgar un juicio justo y libre de presiones tanto a víctimas como imputados.",40%,9692-07,Determina conductas terroristas y su penalidad y modifica los Códigos Penal y Procesal Penal,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9692-08,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
162,Seguridad Ciudadana,Ley de Apoyo Integral a las Víctimas de Delitos.,Institucionalizar la oferta pública de atención integral a las víctimas mediante una Ley de Apoyo Integral a las Víctimas de Delitos.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
163,Justicia y DDHH,Incorporar la mediación voluntaria o forzada al inicio del proceso y restituir la casación en sede civil,Aprobar el proyecto de ley actual incorporando la mediación voluntaria o forzada al inicio del proceso y restituir la casación en sede civil,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
164,Justicia y DDHH,Proyecto de Arbitraje Nacional,Presentar al Congreso un Proyecto de Arbitraje Nacional que lo homologue con el arbitraje comercial internacional e incentive el arbitraje institucional.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
165,Justicia y DDHH,Tasas de litigación para demandantes frecuentes,Exigir tasas de litigación para acceder al sistema de justicia para demandantes frecuentes en que ello forma parte previsible de su sistema de negocios.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
166,Justicia y DDHH,Completar el diseño orgánico que dé sustento al nuevo Código Procesal Civil,"Completar el diseño orgánico que dé sustento al nuevo Código Procesal Civil, en línea con la estructura de los tribunales reformados.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
167,Justicia y DDHH,Modernizar los procesos ejecutivos,"Modificar y modernizar los procesos ejecutivos, con una fuerte incorporación de tecnología.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
168,Justicia y DDHH,Procedimiento desformalizado para asuntos patrimoniales menores y vecinales.,"Avanzar hacia un procedimiento oral, desformalizado y sin necesidad de abogado para asuntos patrimoniales menores y vecinales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
169,Justicia y DDHH,Una unidad administrativa de conflictos de pequeña cuantía o vecinales,Dotar a dichos tribunales de una unidad administrativa de conflictos de pequeñas cuantías o vecinales y proveer asesoría y apoyo a los usuarios.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
170,Justicia y DDHH,La decisión del juez será inapelable y la del mediador sujeta a revisión del juez,La decisión del juez será inapelable y la del mediador pasará por la revisión del juez para obtener valor de sentencia firme y ejecutoriada.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
171,Justicia y DDHH,Separar las funciones de custodia y reinserción,"Enviar un proyecto de ley sobre ejecución de penas y separar las funciones de custodia y reinserción, con especialización y coordinación entre los encargados de ambas funciones.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
172,Justicia y DDHH,Crear el Servicio Nacional de Reinserción Social de Adolescentes,"Impulsar el proyecto de ley que crea el Servicio Nacional de Reinserción Social de Adolescentes, encargado de la reinserción social de los adolescentes infractores junto con gestionar la ejecución de las medidas y sanciones del sistema de responsabilidad penal adolescente.",40%,11174-07,"Crea el Servicio Nacional de Reinserción Social Juvenil e introduce modificaciones a la ley N° 20.084, sobre responsabilidad penal de adolescentes, y a otras normas que indica.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11174-07,1,,,,,,,,,Primer Tramite,"0,4",0,17,0,17,El proyecto de ley asociado se encuentra en primer trámite constitucional
173,Justicia y DDHH,Reforma integral a la Ley sobre Responsabilidad Penal Adolescente,"Implementar una reforma integral a la Ley sobre Responsabilidad Penal Adolescente, especialmente en lo relativo a las sanciones y el acceso a los programas de reinserción social, deserción escolar, tratamiento de consumo de drogas y alcohol, procurando que la intervención sea con la colaboración y acompañamiento de su familia y, de no ser posible, de un adulto que sea haga responsable del adolescente .",40%,11174-07,"Crea el Servicio Nacional de Reinserción Social Juvenil e introduce modificaciones a la ley N° 20.084, sobre responsabilidad penal de adolescentes, y a otras normas que indica.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11174-07,1,,,,,,,,,Primer Tramite,"0,4",0,17,0,17,El proyecto de ley asociado se encuentra en primer trámite constitucional
174,Justicia y DDHH,Modernizan el sistema registral y notarial,Avanzar en la tramitación de los proyectos que modernizan el sistema registral y notarial modificando el régimen de nombramiento y las funciones de ambos sistemas.,40%,12092-07,Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12092-07,1,,,,,,,,,Primer Tramite,"0,4",1,7,0,8,El proyecto de ley asociado se encuentra en primer trámite constitucional
175,Justicia y DDHH,"Obligatoriedad del examen de conocimientos para postulantes al cargo de notario, conservador o archivero","Incorporar de manera obligatoria y vinculante un examen de conocimientos para los postulantes a un cargo de notario, conservador o archivero.",40%,12092-07,Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12092-07,1,,,,,,,,,Primer Tramite,"0,4",1,7,0,8,El proyecto de ley asociado se encuentra en primer trámite constitucional
176,Justicia y DDHH,Obligación de las notarias de contar con un portal web,Establecer la obligación (para notarías) de contar con un portal web con información relevante y acceso a diversos servicios,40%,12092-07,Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12092-07,1,,,,,,,,,Primer Tramite,"0,4",1,7,0,8,El proyecto de ley asociado se encuentra en primer trámite constitucional
177,Justicia y DDHH,Masificar la firma electrónica avanzada,Masificar el uso de la firma electrónica avanzada haciendo prescindible la certificación notarial en ciertos casos.,40%,12025-03,Establece medidas para impulsar la productividad y el emprendimiento,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12092-03,1,,,,,,,,,Primer Tramite,"0,4",1,7,0,8,El proyecto de ley asociado se encuentra en primer trámite constitucional
178,Justicia y DDHH,Perfeccionar el sistema de fiscalización a notarías,"Perfeccionar el sistema de fiscalización (a notarías), creando una entidad especializada al interior de la Corporación Administrativa del Poder Judicial.",40%,12092-07,Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12092-07,1,,,,,,,,,Primer Tramite,"0,4",1,7,0,8,El proyecto de ley asociado se encuentra en primer trámite constitucional
179,Justicia y DDHH,Eliminar notarios y conservadores vitalicios,"Eliminar la existencia de notarios y conservadores vitalicios, limitando el ejercicio del cargo hasta los 75 años de edad",40%,12092-07,Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12092-07,1,,,,,,,,,Primer Tramite,"0,4",1,7,0,8,El proyecto de ley asociado se encuentra en primer trámite constitucional
180,Justicia y DDHH,Inhabilitar postulacion de jueces para los cargos de notario o conservador,Inhabilitar a los jueces para postular o integrar ternas para los cargos de notario o conservador,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
181,Justicia y DDHH,Perfeccionar la Ley Zamudio,Perfeccionar la Ley Zamudio,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
182,Justicia y DDHH,Consagrar el Mecanismo Nacional de Prevención de la Tortura.,Apoyar la tramitación del proyecto de ley que consagra el Mecanismo Nacional de Prevención de la Tortura.,90%,11245-17,"Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11245-17,,,,,,,1,,,Aprobación Presidencial,"0,9",3,4,0,7,El proyecto de ley asociado se encuentra en Tribunal Constitucional o a la espera de de Aprobación Presidencial.
183,Justicia y DDHH,Sustitución de penas privativas de libertad por razones humanitarias ,"Por razones humanitarias y de dignidad permitir que las personas de edad muy avanzada, o con enfermedades terminales graves, o que les impidan valerse por sí mismas, y que se encuentren cumpliendo condenas en cárceles, puedan sustituir la pena por arresto total en su propio domicilio o, según su elección, en un establecimiento adecuado a su situación de salud o avanzada edad.",40%,12345-07,Regula la sustitución de penas privativas de libertad por razones humanitarias para las personas que indica.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12345-07,1,,,,,,,,,Primer Tramite,"0,4",0,0,0,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
184,Justicia y DDHH,Ajustar el Código Penal a la política criminal actual,"Retomar el proyecto que ajusta el Código Penal a la política criminal actual, incorporando los delitos reconocidos en los últimos años.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
185,Justicia y DDHH,Pena efectiva en delitos de alta connotación pública,Analizar la posibilidad de que en algunos delitos de alta connotación pública se establezca una pena efectiva en proporción a la pena respectiva.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
186,Justicia y DDHH,Explicitar la prohibición de la tortura en la constitucion,Explicitar la prohibición de la tortura entre aquellos apremios ilegítimos proscritos por la Constitución.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
187,Justicia y DDHH,Consagrar el derecho a la propia imagen.,Consagrar expresamente el derecho a la propia imagen.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
188,Justicia y DDHH,Establecer el derecho a la autodeterminación informativa,Establecer el derecho a la autodeterminación informativa de forma que las personas tengan un razonable control sobre la circulación de sus datos sensibles.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
189,Justicia y DDHH,Regular el derecho de reunión,Explicitar que ningún acto de violencia o uso indebido de espacios públicos podrá interpretarse como ejercicio legítimo del derecho de reunión y reconocer el derecho de las personas a usar los espacios comunes.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
190,Estado,Modernizacion del Estado,"Incorporar una serie de disposiciones para modernizar el Estado, incluyendo el concurso público como regla general de acceso a la administración, el mérito como uno de los principios que deben asegurar las leyes que regulen la carrera funcionaria, el principio de continuidad de la función pública, entre otras.",40%,11883-06,Fortalece la integridad pública,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11883-06,1,,,,,,,,,Primer Tramite,"0,4",5,5,,10,El proyecto de ley asociado se encuentra en primer trámite constitucional
191,Estado,Facultar al presidente para reorganizar los ministerios y la dependencia de servicios públicos ,"Flexibilizar la orgánica del Poder Ejecutivo, facultando al presidente para reorganizar por una vez, al inicio de su mandato, los ministerios y la dependencia de servicios públicos en conformidad con sus prioridades.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
192,Estado,Regular el régimen de urgencias,"En el régimen de urgencias, permitir que éstas sean calificadas por la cámara respectiva e impedir que se utilice más de un número determinado de urgencias por comisión. Además, restringir su presentación en periodos previos a elecciones para evitar su aprovechamiento político y el abuso de las facultades exclusivas del Ejecutivo.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
193,Estado,Crear la iniciativa conjunta entre el Ejecutivo y parlamentarios,"Crear la iniciativa conjunta entre el Ejecutivo y parlamentarios, para aquellas materias que no sean de iniciativa exclusiva del Presidente de la República.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
194,Estado,Incorporar a la Constitución el principio de responsabilidad fiscal,Incorporar a la Constitución el principio de responsabilidad fiscal para las normas legales vinculadas con el gasto público e institucionalizar la aplicación de ese principio.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
195,Democracia,Regular el reemplazo parlamentario por vacancia,"Regular el reemplazo parlamentario cuando el cargo queda vacante, estableciendo que se provea por la persona que habría resultado elegida de corresponderle a esa lista otro cargo.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
196,Democracia,Establecer un límite a la reelección de los parlamentarios.,Establecer un límite a la reelección de los parlamentarios.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
197,Estado,Uniformar la regulación de los órganos autónomos,"Uniformar la regulación de los órganos autónomos, incorporando a la Constitución sus atribuciones esenciales y su órgano directivo, delegando a la ley orgánica respectiva el resto de las materias. Adicionalmente, estudiar la introducción de órganos colegiados en los distintos órganos autónomos del Estado y definir niveles de autonomía para ciertos servicios públicos como el Servicio de Impuestos Internos, la Fiscalía Nacional Económica y las superintendencias.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
198,Estado,Consagrar la subsidiariedad territorial de los Municipios,Fortalecer a los municipios estableciendo que pueden hacer todo aquello que no esté expresamente entregado al gobierno central de forma de consagrar una subsidiariedad territorial.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
199,Democracia,Introducir la iniciativa popular de ley y los plebiscitos regionales,Introducir la iniciativa popular de ley y los plebiscitos regionales.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
200,Estado,Potenciar la Biblioteca del Congreso como órgano asesor y establecer asesorías profesionales permanentes por Comités o Bancadas.,"Potenciar el rol de la Biblioteca del Congreso como órgano asesor y profesionalizar la asesoría parlamentaria, transitando desde la asesoría externa individual a las asesorías profesionales permanentes por Comités o Bancadas. Estas se designarán por concurso público en tres etapas, incluyendo criterios de profesionalización y confianza política. Los asesores tendrán dedicación exclusiva al trabajo legislativo.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
201,Estado,Crear una Secretaría Técnica común del Senado y la Cámara,"Crear una Secretaría Técnica común del Senado y la Cámara, que cumpla una función revisora previa a la promulgación de la ley. Dicha secretaría deberá elaborar un modelo de redacción legislativa e informar sobre la admisibilidad de las mociones parlamentarias, los errores de técnica legislativa, las posibilidades de refundir proyectos, la racionalización del número de comisiones permanentes, entre otros.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
202,Estado,Incorporar las plantas del Congreso al sistema de Alta Dirección Pública.,Incorporar las plantas del Congreso al sistema de Alta Dirección Pública.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
203,Democracia,Disminuir el número de parlamentarios,"Disminuir el número de parlamentarios manteniendo un sistema proporcional, reduciendo su número a 120 diputados y 40 senadores.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
204,Estado,Perfeccionar la fiscalización al gobierno y la administración pública,"Perfeccionar los mecanismos de fiscalización al gobierno y la administración pública y fortalecer la obligación de respuesta y seguimiento de oficios por parte del Ejecutivo.
",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
205,Estado,Obligatoriedad del Ejecutivo de asistir a las citaciones a comisiones legislativas,Establecer la obligación de las autoridades del Ejecutivo o sus representantes de asistir a las comisiones legislativas a las que sean citados y sancionar como falta grave a la probidad administrativa la entrega de antecedentes falsos en comisiones investigadoras.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
206,Estado,Crear una Contraloría General del Congreso,Fortalecer el control ético y de gestión presupuestaria creando una Contraloría General del Congreso Nacional que ejerza su rol con autonomía.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
207,Estado,Establecer una dirección general y superior del Congreso,"Establecer una instancia permanente, de carácter colegiada e independiente, encargada de la dirección general y superior del Congreso, responsable de su gestión administrativa y económica.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
