uid,area,titulo,promesa,avance_total,,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
28,Justicia y DDHH,Impunidad en crímenes contra los Derechos Humanos,,,70%,1265-10,"Aprueba la Convención sobre Imprescriptibilidad de los Crímenes de Guerra y de los Crímenes de Lesa Humanidad, adoptada por la Asamblea General de las Naciones Unidas, mediante la resolución Nº 2391 (XXIII), del 26 de Noviembre de 1968",https://www.camara.cl/pley/pley_detalle.aspx?prmID=657&prmBoletin=1265-10,,,,1,,,,,,Segundo Tramite,"0,7",,1,,1,"La promesa cuenta con 4 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
28,Justicia y DDHH,Impunidad en crímenes contra los Derechos Humanos,,,40%,4162-07,"Proyecto de ley que declara la nulidad del Decreto Ley N° 2.191, de 1978.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=4555&prmBoletin=4162-07,1,,,,,,,,,Primer Tramite,"0,4",9,1,,10,"La promesa cuenta con 4 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos "
29,Justicia y DDHH,Creación de la Subsecretaría de Derechos Humanos,"Crearemos la Subsecretaría de Derechos Humanos en el Ministerio de Justicia y Derechos Humanos, con dotación de recursos humanos y presupuestarios que permitan el trabajo de coordinación y ejecución en materia de derechos humanos",100%,,8207-07,Crea la Subsecretaría de Derechos Humanos y establece adecuaciones en la Ley Orgánica del Ministerio de Justicia,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8605&prmBoletin=8207-07,,,,,,,,1,,Promulgado,1,,18,3,21,El proyecto de ley asociado se encuentra publicado y es Ley de la República
30,Justicia y DDHH,Reparación a víctimas de violaciones a los Derechos Humanos,"Adoptaremos medidas, legislativas si fueren necesarias, para reconocer el derecho de las víctimas de las graves violaciones a los derechos humanos y sus familiares, a obtener reparaciones civiles de los victimarios y, en su caso, del Estado. Revisaremos las actuales leyes reparatorias",70%,40%,9593-17,"Consagra el deber de los órganos del Estado de individualizar, como víctimas de desaparición forzada, a las personas detenidas desaparecidas que figuran en los informes que indica",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10002&prmBoletin=9593-17,1,,,,,,,,,Primer Tramite,"0,4",,,,0,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
30,Justicia y DDHH,Reparación a víctimas de violaciones a los Derechos Humanos,,,100%,10196-17,"Otorga un aporte único, de carácter reparatorio, a las víctimas de prisión política y tortura, reconocidas por el Estado de Chile.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10619&prmBoletin=10196-17,,,,,,,,1,,Promulgado,1,2,3,3,8,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos "
32,Justicia y DDHH,Regulación de las Fuerzas Policiales en el ámbito de reunión de los ciudadanos,"Adicionalmente, desarrollaremos una iniciativa legal para regular el derecho a reunión y revisaremos los reglamentos, protocolos y práctica de las Fuerzas Policiales para su adecuación a estándares internacionales",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
87,Justicia y DDHH,Creación de Proyecto de Ley sobre Matrimonio igualitario,"Matrimonio igualitario: convocaremos a un debate abierto, con participación amplia para la elaboración y posterior envío de un proyecto de ley en esta materia",40%,,11422-07,"Modifica diversos cuerpos legales para regular, en igualdad de condiciones, el matrimonio de parejas del mismo sexo.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=11934&prmBoletin=11422-07,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
88,Justicia y DDHH,Promoción de la Ley sobre identidad de género,"Promoveremos la tramitación de la ley de identidad de género, que se encuentra en trámite, respondiendo a la necesidad de consagrar legalmente el derecho a la identidad de género, y estableciendo un procedimiento judicial, de acuerdo a normas internacionales suscritas por nuestro país, que permita a las personas trans adecuar su nombre y sexo registral de acuerdo a su propia identidad de género",70%,,8924-07,Reconoce y da protección al derecho a la identidad de género,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9331&prmBoletin=8924-07,,,,,1,,,,,Comisión Mixta,"0,7",8,25,3,36,El proyecto de ley asociado se encuentra en segundo trámite constitucional
96,Justicia y DDHH,Nuevo Sistema de Asistencia Jurídica,"Impulsaremos un Nuevo Sistema de Asistencia Jurídica para Chile. El objetivo de un nuevo sistema de asistencia jurídica debe ser asegurar servicios jurídicos preventivos, de asesoría en asuntos jurídicos y de representación en juicio, para personas que no pueden financiarlos total o parcialmente, de una calidad equivalente a los que se pueden procurar las personas que cuentan con los recursos para ello",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
97,Justicia y DDHH,Reforma al gobierno judicial,"Al respecto, impulsaremos la discusión en torno al gobierno judicial, con una amplia participación de este poder. También sobre una carrera judicial alineada con nuevos incentivos, de modo que responda a la diversidad y complejidad de los cambios que Chile demanda en acceso a la justicia, transparencia, rendición de cuentas y equidad",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
98,Justicia y DDHH,Reforma a la justicia civil,"Continuaremos adelante con el proceso de Reforma a la Justicia Civil, con un horizonte de mediano plazo, promoviendo, un reordenamiento de competencias, tanto a nivel local como de jueces de letras",70%,,8197-07,Establece el nuevo Código Procesal Civil,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8596&prmBoletin=8197-07,,,,1,,,,,,Segundo Tramite,"0,7",,3,,3,El proyecto de ley asociado se encuentra en segundo trámite constitucional
99,Justicia y DDHH,Creación de nueva justicia local,"Como resultado de un nuevo mapa de las competencias de la Justicia Civil debemos hacernos cargo del diseño de una nueva judicatura, priorizando la creación de una nueva justicia local verdaderamente independiente de los gobiernos comunales",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
100,Justicia y DDHH,"Reforma al Sistema de Notarios, Conservadores de Bienes Raíces y Archiveros","Nos haremos cargo de implementar una reforma al Sistema de Notarios, Conservadores de Bienes Raíces y Archiveros, cuya institucionalidad es anacrónica, y se organiza como una fuente de excesivo lucro personal, no asignado en razón de mérito, que además provee servicios muchas veces ineficientes y de alto costo para la ciudadanía",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
101,Justicia y DDHH,Sustitución de la sociedad conyugal por una comunidad de bienes,"Otra iniciativa relevante será eliminar discriminaciones contra la mujer, sustituyendo la sociedad conyugal por una comunidad de bienes, fundada en la igualdad y en la protección del patrimonio familiar; consagrando en todo matrimonio una responsabilidad común y efectiva frente a las deudas familiares; y, modificando la regulación de la compensación económica",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
102,Justicia y DDHH,Nueva regulación para la protección patrimonial de convivientes,"Dentro del ámbito de la protección de las familias y la eliminación de discriminaciones propiciaremos una regulación legal que permita, sin discriminación, proteger patrimonialmente a los convivientes que no opten por el matrimonio u otra forma de regulación civil, en particular al menos favorecido en términos patrimoniales o previsionales, en caso de ruptura o muerte",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
103,Justicia y DDHH,Nueva regulación alternativa al Acuerdo de Vida en Pareja,"El Acuerdo de Vida en Pareja (AVP), propuesto por el actual gobierno, es insuficiente y no constituye un mecanismo de solución “integral” a los problemas de las uniones heterosexuales y homosexuales. Por ello, para las parejas que no optan por el matrimonio propiciaremos una regulación alternativa, que otorgue derechos y protección integral a los convivientes en sus relaciones mutuas personales y patrimoniales",100%,,7873-07,Proyecto de ley que crea el Acuerdo de Vida en Pareja.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8268&prmBoletin=7873-07,,,,,,,,1,,Promulgado,1,2,17,4,23,El proyecto de ley asociado se encuentra publicado y es Ley de la República
104,Justicia y DDHH,Sanción al incumplimiento de medidas de protección en caso de violencia intrafamiliar,Buscaremos se sancione directamente el incumplimiento de medidas de protección en caso de violencia intrafamiliar y que el delito de maltrato habitual sea debidamente juzgado,0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
105,Justicia y DDHH,Sanción penal a delitos económicos,"En el ámbito del Derecho Penal, impulsaremos una revisión integral de la legislación penal vigente, sin perjuicio de lo cual nos haremos cargo de reformas urgentes, especialmente en el ámbito de los delitos económicos, frente a la premisa de superar el paradigma de una legislación anclada en una visión clasista y estereotipada de la delincuencia",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
106,Justicia y DDHH,Fortalecimiento de los órganos de la justicia penal adolescente,"Especializaremos todos los órganos de la justicia penal de adolescentes (policía, jueces, fiscales y defensores), mediante su capacitación y formación profesional, la creación por ley de incentivos de carrera para la dedicación exclusiva o preferente, y la orientación de metas e indicadores hacia el favorecimiento del proceso de reinserción y el respeto de los derechos y garantías de los adolescentes",100%,,9529-07,"Modifica la ley N° 19.718, que crea la Defensoría Penal Pública, con el objeto de crear cargos para la defensa penal especializada en adolescentes.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9942&prmBoletin=9529-07,,,,,,,,1,,Promulgado,1,,9,,9,El proyecto de ley asociado se encuentra publicado y es Ley de la República
107,Medio ambiente,Evaluación y reforma del Sistema de Evaluación de Impacto Ambiental,"En materia de fortalecimiento institucional, es necesario evaluar el Sistema de Evaluación de Impacto Ambiental (SEIA,) a la luz de los objetivos iniciales que nos movieron a presentar la reforma a la institucionalidad ambiental en nuestro Gobierno, e impulsaremos con decisión los cambios necesarios que aseguren a todos los ciudadanos, organizaciones y empresarios, una institucionalidad validada desde el punto de vista técnico",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
110,Medio ambiente,Creación del Servicio de Biodiversidad y Áreas Protegidas,"Completaremos la reforma ambiental iniciada en el período 2006-2010 (...) tramitando el proyecto de ley que crea el Servicio de Biodiversidad y Áreas Protegidas, que definirá las categorías de protección y establecerá los rangos de prohibiciones y limitaciones de actividades para cada una de ellas, fortaleciendo la protección de la biodiversidad, que no sólo se restringe a las áreas protegidas",40%,,9404-12,Crea el Servicio de Biodiversidad y Áreas Protegidas y el Sistema Nacional de Áreas Protegidas.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9819&prmBoletin=9404-12,1,,,,,,,,,Primer Tramite,"0,4",23,,1,24,El proyecto de ley asociado se encuentra en primer trámite constitucional
111,Medio ambiente,Reforma al estatuto jurídico de CONAF,Estudiaremos una solución al estatuto jurídico que debe tener CONAF,70%,,11175-01,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,https://www.camara.cl/pley/pley_detalle.aspx?prmID=11690&prmBoletin=11175-01,,,,1,,,,,,Segundo Tramite,"0,7",,19,,19,El proyecto de ley asociado se encuentra en segundo trámite constitucional
115,Medio ambiente,Nueva Ley General de Residuos,"Sobre residuos, daremos prioridad a proponer y tramitar una ley general de residuos. No soluciona el tema la normativa parcial y dispersa que tenemos hoy. Requerimos una ley integral. Buscaremos eliminar las barreras que hoy existen para que se puedan aplicar las mejores tecnologías disponibles y ya probadas en el mundo",100%,100%,7908-15,Sanciona el transporte de desechos hacia vertederos clandestinos,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8301&prmBoletin=7908-15,,,,,,,,1,,Promulgado,1,14,3,,17,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
115,Medio ambiente,Nueva Ley General de Residuos,,,100%,9094-12,Establece marco para la gestión de residuos y responsabilidad extendida del productor,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9501&prmBoletin=9094-12,,,,,,,,1,,Promulgado,1,12,10,3,25,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
117,Minería,Fortalecimiento de COCHILCO,"Ante el incremento de la inversión estatal en proyectos mineros, fortaleceremos a COCHILCO con mayores atribuciones para cumplir a cabalidad su rol de resguardo de los intereses del Estado en sus empresas mineras, por medio de la fiscalización y evaluación de inversiones y contratos",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
118,Minería,Fortalecimiento de SERNAGEOMIN,"Adicionalmente, realizaremos un fortalecimiento institucional del SERNAGEOMIN para que desarrolle su labor de control de la seguridad en las faenas mineras",100%,,9624-08,"Modifica la ley N° 20.551, que Regula el Cierre de Faenas e Instalaciones Mineras, y el decreto ley N° 3.525, de 1980, que crea el Sernageomin.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10042&prmBoletin=9624-08,,,,,,,,1,,Promulgado,1,,10,,10,El proyecto de ley asociado se encuentra publicado y es Ley de la República
119,Minería,Revalorización de la Empresa Nacional de Minería,"Además, revalorizaremos el rol de la Empresa Nacional de Minería (ENAMI) (...). Su actual estructura corporativa le dificulta mostrar eficiencia en su función, por lo que estableceremos un gobierno corporativo moderno",0%,,9275-08,Incorpora modificaciones en materia de gobierno corporativo a la ley que crea la Empresa Nacional de Minería.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9687&prmBoletin=9275-08,,,,,,,,,1,Rechazado Retirado,0,,,,0,Proyecto de ley asociado fue retirado
120,Minería,Perfeccionamiento del Sistema de Concesiones Mineras,"Estudiaremos y aplicaremos nuevas normas para el perfeccionamiento del sistema de concesiones mineras, de forma que este fomente la exploración y no se constituya en una potencial barrera a la entrada de nuevos actores",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
6,Obras públicas,Gestión del agua para riego,"Debemos mejorar la gestión del agua para riego eficiente. Potenciaremos las políticas de mejoramientos de canales, pozos profundos y de riego técnificado. Para esto se realizarán los cambios legales y se destinarán los recursos necesarios",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
7,Obras públicas,Recursos hídricos con fines sociales,Avanzaremos en una normativa que haga posible la existencia de la figura recursos hídricos con fines sociales. Estos usos serán prioritarios y establecerán restricciones al ejercicio de todos los demás usos con fines competitivos,70%,,7543-12,Reforma el Código de Aguas,https://www.camara.cl/pley/pley_detalle.aspx?prmID=7936&prmBoletin=7543-12,,,,1,,,,,,Segundo Tramite,"0,7",23,16,,39,El proyecto de ley asociado se encuentra en segundo trámite constitucional
8,Obras públicas,Sobre el uso de acuíferos,También modificaremos la normativa para redefinir la utilización de los acuíferos sobre-otorgados de acuerdo al uso efectivo de los derechos,70%,,7543-12,Reforma el Código de Aguas,https://www.camara.cl/pley/pley_detalle.aspx?prmID=7936&prmBoletin=7543-12,,,,1,,,,,,Segundo Tramite,"0,7",23,16,,39,El proyecto de ley asociado se encuentra en segundo trámite constitucional.
9,Obras públicas,Intercambio de derechos provisionales de acuíferos,"Adicionalmente, estableceremos la normativa que permita el intercambio de derechos provisionales y eventuales por aquella proporción no utilizada de los derechos",70%,,7543-12,Reforma el Código de Aguas,https://www.camara.cl/pley/pley_detalle.aspx?prmID=7936&prmBoletin=7543-12,,,,1,,,,,,Segundo Tramite,"0,7",23,16,,39,El proyecto de ley asociado se encuentra en segundo trámite constitucional
25,Pueblos indígenas,Financiamiento de Consulta Indigena,Se evaluará un mecanismo de financiamiento a estos procesos de consulta [indígena],70%,,10687-06,Crea el Ministerio de Pueblos Indígenas,https://www.camara.cl/pley/pley_detalle.aspx?prmID=11108&prmBL=10687-05,,,,1,,,,,,Segundo Tramite,"0,7",,24,1,25,El proyecto de ley asociado se encuentra en segundo trámite constitucional
154,Pueblos indígenas,Reconocimiento constitucional de Pueblos Indígenas,"Tenemos por delante el desafío impostergable de reconocer constitucionalmente a los Pueblos Indígenas en el marco de la discusión de una Nueva Constitución para Chile, y debatir ahí un nuevo modo de convivencia como sociedad pluricultural",40%,,11617-07,Para modificar la Constitución Política de la República.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=12132&prmBoletin=11617-07,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
155,Pueblos indígenas,Creación de Estatutos Especiales de Autonomía,éstos en los distintos niveles de toma de decisiones. Desarrollaremos un proceso de consulta con los Pueblos Indígenas para establecer reformas que generen espacios de autonomía y autodeterminación a nivel territorial mediante la generación de Estatutos Especiales de Autonomía,0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
156,Pueblos indígenas,Director de la CONADI adquiere rango de Ministro de Asuntos Indígenas,"Por esto, en los primeros 100 días de Gobierno enviaremos un proyecto de ley con discusión inmediata, que confiere rango de Ministro de Asuntos Indígenas al Director de la Conadi",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
157,Pueblos indígenas,Creación del Ministerio de Asuntos Indígenas,"Para que tenga más fuerza esta institución se enviará al Congreso el proyecto de ley que crea el Ministerio de Asuntos Indígenas, que será además el encargado de colaborar con el Presidente de la República en la definición de una política indígena para Chile",70%,,10687-06,Crea el Ministerio de Pueblos Indígenas.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=11108&prmBoletin=10687-06,,,,1,,,,,,Segundo Tramite,"0,7",,24,1,25,El proyecto de ley asociado se encuentra en segundo trámite constitucional
158,Pueblos indígenas,Creación del Consejo de Pueblos Indígenas,"Enviaremos el proyecto de ley que crea el Consejo de Pueblos Indígenas, autónomo y representativo de los diversos pueblos que existen en Chile",70%,,10526-06,Crea el Consejo Nacional y los Consejos de Pueblos Indígenas.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10947&prmBoletin=10526-06,,,,1,,,,,,Segundo Tramite,"0,7",21,8,,29,El proyecto de ley asociado se encuentra en segundo trámite constitucional
160,Salud,Plan Nacional para formación y retención de médicos especialistas ,"Vamos a desarrollar un Plan Nacional para la formación y retención de especialidades médicas para apoyar la formación de 4.000 nuevos especialistas y que incentive el ingreso de más de 5.000 médicos a los programas de formación, junto con articular una política moderna para el desarrollo del recurso humano médico especializado",100%,100%,9865-11,Perfecciona normativa sobre profesionales y trabajadores del sector público de salud,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10284&prmBoletin=9865-11,,,,,,,,1,,Promulgado,1,,,3,3,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
160,Salud,Plan Nacional para formación y retención de médicos especialistas ,,,100%,10490-11,"Modifica la ley N° 15.076, para fortalecer el proceso de ingreso y formación en especialidades médicas y odontológicas, y la ley N° 19.664, con el objeto de otorgar beneficios al personal afecto a dicho texto legal",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10914&prmBoletin=10490-11,,,,,,,,1,,Promulgado,1,4,10,,14,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
161,Salud,Propuesta de Proyecto de Ley de Isapres,"Convocaremos a un equipo de expertos con el mandato de redactar una propuesta de Proyecto de Ley de Isapres, que esté en el contexto del funcionamiento global del sistema de seguridad social en el ámbito de la salud",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
162,Salud,Creación de Fondo Especial de Medicamentos de Alto Costo,"Generaremos un Fondo Especial de Medicamentos de Alto Costo, que pueda responder a la demanda de nuestros beneficiarios, bajo protocolos y guías clínicas elaboradas por grupos de expertos",100%,,9851-11,Crea un Sistema de Protección Financiera para Tratamientos de Alto costo y rinde homenaje póstumo a don Luis Ricarte Soto Gallegos,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10267&prmBoletin=9851-11,,,,,,,,1,,Promulgado,1,,2,4,6,El proyecto de ley asociado se encuentra publicado y es Ley de la República
71,Seguridad ciudadana,Aumento de dotación de policías,Aumentaremos la dotación de la Policía de Investigaciones en 1.200 nuevos funcionarios,100%,,9373-25,"Aumenta dotación de personal de Policía de Investigaciones de Chile; modifica estatuto de su personal y modifica el decreto ley N° 2.460, de 1979, Ley Orgánica de la Policía de Investigaciones. ",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9787&prmBoletin=9373-25,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República
135,Seguridad ciudadana,Reforma al sistema de sanciones alternativas a la cárcel,"Reformaremos las sanciones alternativas a la cárcel y las medidas alternativas al proceso, asegurando su cumplimiento efectivo e idoneidad",100%,,9885-07,"Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos. ",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10302&prmBoletin=9885-07,,,,,,,,1,,Promulgado,1,2,24,13,39,El proyecto de ley asociado se encuentra publicado y es Ley de la República
153,Seguridad ciudadana,Creación del Servicio Nacional de Reinserción Social de Adolescentes,"A partir de la división del actual Servicio Nacional de Menores (SENAME), crearemos el Servicio Nacional de Reinserción Social de Adolescentes, entidad pública especializada y altamente calificado que asuma responsabilidad directa, en coordinación con las demás agencias del Estado, por el proceso de reinserción social de cada adolescente infractor. Respecto la otra función de SENAME, la protección de menores en situación irregular, quedará radicada en el Servicio Nacional de Protección de Menores, dependiente del Ministerio de Desarrollo Social",40%,,11174-07,"Crea el Servicio Nacional de Reinserción Social Juvenil e introduce modificaciones a la ley N° 20.084, sobre responsabilidad penal de adolescentes, y a otras normas que indica.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=11687&prmBoletin=11174-07,1,,,,,,,,,Primer Tramite,"0,4",8,,,8,El proyecto de ley asociado se encuentra en primer trámite constitucional
163,Seguridad ciudadana,Seguridad ciudadana como prioridad municipal,"Promoveremos el derecho de los ciudadanos a vivir en ciudades o localidades más seguras. Esto implica fortalecer el rol de prevención social y situacional que los municipios ejercen, para lo que incorporaremos la seguridad ciudadana como un eje transversal y con preponderancia en el organigrama municipal",100%,,9601-25,"Modifica la ley N° 18.695, orgánica constitucional de Municipalidades, y la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, permitiendo la creación de los consejos comunales y los planes comunales de seguridad pública",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10016&prmBoletin=9601-25,,,,,,,,1,,Promulgado,1,7,24,1,32,El proyecto de ley asociado se encuentra publicado y es Ley de la República
167,Seguridad ciudadana,Determinación de niveles de porte de droga para micro-tráfico y consumo personal,"Dotaremos de adecuado sustento institucional a los Tribunales de Tratamiento de Drogas, y extenderemos su competencia a diversos casos",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
168,Seguridad ciudadana,Fortalecimiento de Tribunales de Tratamiento de Drogas,,0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
169,Seguridad ciudadana,Mecanismos de rendición de cuentas de Ministerio Público y Policías,"Revisaremos y mejoraremos los mecanismos legales de rendición de cuentas públicas previstos en las leyes orgánicas respectivas tanto de la gestión administrativa, presupuestaria y sustantiva del Ministerio Público y las policías",100%,,9336-25,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, y la ley N° 18.961, Orgánica Constitucional de Carabineros",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9748&prmBoletin=9336-25,,,,,,,,1,,Promulgado,1,4,2,,6,El proyecto de ley asociado se encuentra publicado y es Ley de la República
170,Seguridad ciudadana,Perfeccionamiento Ley Orgánica del Ministerio Público,"Adicionalmente, revisaremos la Ley Orgánica del Ministerio Público y enviaremos un proyecto de ley al Congreso con el objetivo de flexibilizar su diseño, de manera de permitir un funcionamiento más eficaz de la institución en materia de persecución de los delitos, coordinación interinstitucional y estructura organizacional",70%,40%,9608-07,Crea el cargo de Fiscal Especial de Alta Complejidad en el Ministerio Público.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10022&prmBoletin=9608-07,1,,,,,,,,,Primer Tramite,"0,4",1,8,,9,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
170,Seguridad ciudadana,Perfeccionamiento Ley Orgánica del Ministerio Público,,,100%,8265-07,Fortalece el Ministerio Público,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8657&prmBoletin=8265-07,,,,,,,,1,,Promulgado,1,1,9,2,12,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
171,Seguridad ciudadana,Creación de Servicio Público descentralizado de apoyo a víctimas,"Adicionalmente, crearemos un Servicio Público Descentralizado de Apoyo a Víctimas -radicado en el Ministerio de Interior y Seguridad Pública- que asuma la dirección de los Centros de Atención de Víctimas, y lidere de Red de Atención a Víctimas",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
172,Seguridad ciudadana,Modernización de servicios auxiliares del sistema procesal penal,"Desde el inicio del nuevo sistema procesal penal, un cuello de botella para su funcionamiento ha sido la capacidad de los organismos auxiliares (Servicio Médico Legal, Instituto de Salud Pública, Laboratorios Policiales, etc.). Realizaremos una modernización y fortalecimiento de los servicios auxiliares que tienen por función producir evidencia científica para el sistema",100%,100%,9238-07,Establece mejoras para el personal del Servicio Médico Legal.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9650&prmBoletin=9238-07,,,,,,,,1,,Promulgado,1,1,1,2,4,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
172,Seguridad ciudadana,Modernización de servicios auxiliares del sistema procesal penal,,,100%,10523-11,Fortalecimiento de la gestión del Instituto de Salud Pública de Chile.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10935&prmBoletin=10523-11,,,,,,,,1,,Promulgado,1,3,4,,7,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos"
173,Seguridad ciudadana,Aumento de dotación de carabineros,"Enviaremos al Congreso dentro de los primeros 100 días de Gobierno el proyecto de ley para aumentar la dotación a 6.000 de nuevos carabineros a razón de 1.500 por año, y aumentar los denominados llamados al servicio",100%,,9336-25,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, y la ley N° 18.961, Orgánica Constitucional  de Carabineros",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9748&prmBoletin=9336-25,,,,,,,,1,,Promulgado,1,4,2,,6,El proyecto de ley asociado se encuentra despachado y es Ley de la República
1,Trabajo y Previsión social,Estatuto del Temporero,"Enviaremos al Congreso un proyecto de ley que contenga el Estatuto del Temporero y la Actividad Agrícola de Temporada, que consagre protección a estos trabajadores y trabajadoras",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
40,Trabajo y Previsión social,Modernización del SENCE,"Para enfrentar el conjunto de programas y desafíos descritos se requiere implementar un importante proceso de modernización y fortalecimiento del SENCE. Separaremos las funciones de fiscalización, de administración y de los recursos asignados a la capacitación laboral",0%,,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa
